Bucketed Score,Intersection,Lat,Long,Raw Score,Accidents,Traffic
6.0,East 39th Street & Madison Avenue,40.7509034,-73.9806752,0.0015,126,81791
6.0,East 15th Street,40.733372,-73.985242,0.0015,7,4554
6.0,Horatio Street & West 4th Street,40.738753,-74.00386,0.0015,11,7160
6.0,Henry Street & Jefferson Street,40.7135015,-73.9885976,0.0015,11,7183
6.0,5th Avenue & East 36th Street,40.749724,-73.983621,0.0015,169,110471
6.0,Sullivan Street & West Houston Street,40.7276134,-74.0014475,0.0015,48,31444
6.0,Amsterdam Avenue & Cathedral Parkway,40.8029837,-73.9638672,0.0015,85,55813
6.0,Avenue C & East 23rd Street,40.7354184,-73.9751082,0.0015,148,97377
6.0,2nd Avenue & East 34th Street,40.744779,-73.975881,0.0015,346,227789
6.0,8th Avenue & West 13th Street,40.7390619,-74.0030465,0.0015,27,17818
6.0,Walker Street & West Broadway,40.7200755,-74.0056591,0.0015,6,3963
6.0,Columbus Avenue & West 76th Street,40.7799947,-73.9769106,0.0015,43,28459
6.0,2nd Avenue & East 9th Street,40.729192,-73.987239,0.0015,104,68864
6.0,Church Street,40.710367,-74.011232,0.0015,18,11954
6.0,Broadway & West 77th Street,40.782439,-73.98073,0.0015,48,31878
6.0,6th Avenue & Franklin Street,40.7182987,-74.0053609,0.0015,69,45924
6.0,3rd Avenue & East 43rd Street,40.7514294,-73.9739245,0.0015,95,63281
6.0,Broadway & Thomas Street,40.71576,-74.004976,0.0015,18,11996
6.0,Columbus Avenue & West 97th Street,40.7935423,-73.9670269,0.0015,150,100084
6.0,5th Avenue & East 14th Street,40.7359997,-73.9936184,0.0015,253,168861
6.0,10th Avenue & West 44th Street,40.7609247,-73.9945259,0.0015,140,93461
6.0,9th Avenue & West 56th Street,40.7672471,-73.9862074,0.0015,72,48078
6.0,East 118th Street & Park Avenue,40.8005551,-73.9421503,0.0015,25,16701
6.0,2nd Avenue & East 7th Street,40.727986,-73.988119,0.0015,82,54794
6.0,Broadway & Leonard Street,40.716871,-74.004026,0.0015,48,32163
6.0,East 25th Street & Lexington Avenue,40.7407867,-73.9838144,0.0015,38,25464
6.0,East 96th Street & Lexington Avenue,40.7858671,-73.9509262,0.0015,131,87788
6.0,11th Avenue & West 24th Street,40.7495415,-74.0065691,0.0015,75,50279
6.0,Isham Street & Park Terrace West,40.869001,-73.92032,0.0015,17,11399
6.0,5th Avenue & West 39th Street,40.751577,-73.982275,0.0015,154,103310
6.0,East 74th Street & Park Avenue,40.7724554,-73.9629623,0.0015,50,33548
6.0,Broadway & West 81st Street,40.785123,-73.9789382,0.0015,47,31555
6.0,8th Avenue & West 36th Street,40.7534779,-73.9925251,0.0015,253,170112
6.0,3rd Avenue & East 58th Street,40.7609503,-73.9670318,0.0015,228,153611
6.0,8th Avenue & West 54th Street,40.7647981,-73.9842688,0.0015,139,93949
6.0,Bowery & Canal Street,40.7162442,-73.9960788,0.0015,13,8805
6.0,East 125th Street & Madison Avenue,40.805737,-73.940646,0.0015,148,100248
6.0,6th Avenue & West 37th Street,40.7517,-73.986399,0.0015,171,115939
6.0,Bedford Street & Leroy Street,40.730447,-74.004303,0.0015,12,8155
6.0,Riverside Boulevard & West 66th Street,40.7768337,-73.9891608,0.0015,24,16365
6.0,Riverside Drive,40.7837822,-73.9839163,0.0015,12,8189
6.0,Amsterdam Avenue & West 76th Street,40.7811846,-73.9797549,0.0015,58,39639
6.0,2nd Avenue & East 69th Street,40.7668653,-73.959779,0.0015,81,55377
6.0,3rd Avenue & East 95th Street,40.7844958,-73.9498403,0.0015,55,37617
6.0,3rd Avenue & East 42nd Street,40.7507644,-73.9744077,0.0015,214,146368
6.0,Gouverneur Street & Water Street,40.7113265,-73.9836093,0.0015,16,10955
6.0,Avenue C & East 4th Street,40.722281,-73.9801561,0.0015,33,22646
6.0,East 23rd Street & Madison Avenue,40.7408836,-73.9879839,0.0015,92,63145
6.0,Fulton Street & Nassau Street,40.710221,-74.007745,0.0015,27,18571
6.0,2nd Avenue & East 89th Street,40.7798089,-73.9503368,0.0015,57,39253
6.0,South End Avenue,40.7079654,-74.0177716,0.0015,1,689
6.0,East 64th Street & Madison Avenue,40.7667187,-73.969127,0.0015,46,31711
6.0,5th Avenue & East 42nd Street,40.753481,-73.980888,0.0014,273,188398
6.0,Canal Street & Essex Street,40.7144101,-73.9902458,0.0014,22,15203
6.0,Cherry Street & Pike Slip,40.7108885,-73.9921971,0.0014,16,11063
6.0,John Street & Water Street,40.706853,-74.005003,0.0014,43,29816
6.0,Frederick Douglass Boulevard & West 113th Street,40.802488,-73.956778,0.0014,32,22200
6.0,Robert F. Wagner Sr. Place & South Street,40.7085585,-73.9990087,0.0014,10,6942
6.0,Cooper Street & West 207th Street,40.8684931,-73.9217076,0.0014,17,11808
6.0,Broadway & Grand Street,40.72084,-74.000661,0.0014,74,51508
6.0,Desbrosses Street & Hudson Street,40.7232849,-74.0080097,0.0014,23,16016
6.0,Broadway & West 68th Street,40.7754424,-73.98206,0.0014,46,32063
6.0,Pearl Street & Wall Street,40.705547,-74.007949,0.0014,16,11154
6.0,East 110th Street & Park Avenue,40.7955522,-73.9461529,0.0014,3,2094
6.0,East 60th Street & Park Avenue,40.7635824,-73.9694382,0.0014,159,111028
6.0,9th Avenue & West 52nd Street,40.7647492,-73.9880307,0.0014,108,75435
6.0,Broadway & West 95th Street,40.7939303,-73.9721555,0.0014,63,44088
6.0,Beekman Place & East 50th Street,40.753314,-73.964811,0.0014,6,4204
6.0,6th Avenue & West 36th Street,40.751088,-73.9868238,0.0014,152,106541
6.0,Broome Street & Watts Street,40.723308,-74.002982,0.0014,133,93287
6.0,2nd Avenue & East 43rd Street,40.750494,-73.971713,0.0014,108,75813
6.0,Broadway & West 62nd Street,40.7705153,-73.9820402,0.0014,60,42159
6.0,Clinton Street & East Broadway,40.7143146,-73.9871795,0.0014,34,23914
6.0,Bethune Street & Greenwich Street,40.736957,-74.006498,0.0014,13,9173
6.0,2nd Avenue & East 87th Street,40.778551,-73.951248,0.0014,57,40281
6.0,East 85th Street & Lexington Avenue,40.7788122,-73.9560833,0.0014,68,48057
6.0,Riverside Drive & West 136th Street,40.821707,-73.956797,0.0014,19,13440
6.0,East 39th Street & Tunnel Exit Street,40.7485013,-73.9749705,0.0014,26,18399
6.0,3rd Avenue & East 32nd Street,40.7444569,-73.9790376,0.0014,58,41067
6.0,3rd Avenue & East 96th Street,40.785194,-73.9493307,0.0014,148,104884
6.0,Columbus Avenue & West 72nd Street,40.7774027,-73.9788008,0.0014,91,64505
6.0,Columbus Avenue & West 108th Street,40.8005325,-73.9618968,0.0014,29,20577
6.0,East 23rd Street & Lexington Avenue,40.7395037,-73.9847586,0.0014,113,80374
6.0,5th Avenue & West 55th Street,40.761667,-73.974915,0.0014,147,104624
6.0,Church Street & Worth Street,40.7170848,-74.0062505,0.0014,64,45616
6.0,East 41st Street,40.749735,-73.97407,0.0014,21,14971
6.0,Grand Street & Mercer Street,40.721252,-74.001447,0.0014,29,20693
6.0,Baxter Street & Grand Street,40.7195804,-73.9980647,0.0014,10,7147
6.0,Columbus Avenue & West 71st Street,40.776725,-73.979295,0.0014,53,37997
6.0,Central Park West,40.7941908,-73.9628569,0.0014,44,31553
6.0,Hester Street & Mulberry Street,40.7181638,-73.9979379,0.0014,37,26534
6.0,10th Avenue & West 215th Street,40.869551,-73.915183,0.0014,20,14348
6.0,3rd Avenue & East 44th Street,40.7520542,-73.9734705,0.0014,96,68997
6.0,Broadway & West 97th Street,40.795291,-73.9712265,0.0014,67,48308
6.0,East 23rd Street & Park Avenue South,40.740211,-73.9864091,0.0014,196,141633
6.0,Exchange Place & William Street,40.705797,-74.009866,0.0014,25,18092
6.0,Amsterdam Avenue & West 99th Street,40.7959856,-73.9689504,0.0014,18,13054
6.0,Amsterdam Avenue & West 135th Street,40.8189073,-73.9522132,0.0014,43,31204
6.0,2nd Avenue & East 44th Street,40.751122,-73.971263,0.0014,107,77664
6.0,10th Avenue & West 25th Street,40.748974,-74.003236,0.0014,75,54448
6.0,2nd Avenue & East 67th Street,40.7656116,-73.9606918,0.0014,70,50890
6.0,6th Avenue & West 39th Street,40.752935,-73.985488,0.0014,169,122918
6.0,Broadway & Cedar Street,40.708797,-74.010846,0.0014,14,10184
6.0,3rd Avenue & East 109th Street,40.7935046,-73.9432642,0.0014,33,24018
6.0,3rd Avenue,40.7928745,-73.9437242,0.0014,16,11651
6.0,Manhattan Avenue,40.8030921,-73.9582135,0.0014,19,13838
6.0,2nd Avenue & East 2nd Street,40.724929,-73.9903443,0.0014,43,31371
6.0,7th Avenue & West 36th Street,40.7522886,-73.9896878,0.0014,179,130626
6.0,Broadway & West 89th Street,40.790184,-73.974956,0.0014,37,27001
6.0,West 105th Street & West End Avenue,40.8009593,-73.9690678,0.0014,10,7303
6.0,Edgecombe Avenue & Saint Nicholas Place,40.830292,-73.9402243,0.0014,2,1462
6.0,Columbus Avenue & West 68th Street,40.7748542,-73.9806593,0.0014,64,46922
6.0,Duane Street & Greenwich Street,40.7174635,-74.0106317,0.0014,9,6599
6.0,Riverside Drive,40.8656391,-73.9284202,0.0014,39,28619
6.0,4th Avenue & Wanamaker Place,40.730557,-73.9905029,0.0014,33,24226
6.0,Amsterdam Avenue & West 72nd Street,40.7785905,-73.9816483,0.0014,112,82360
6.0,Fulton Street & Gold Street,40.709095,-74.0054738,0.0014,29,21351
6.0,Malcolm X Boulevard & West 112th Street,40.7994445,-73.9514947,0.0014,35,25774
6.0,2nd Avenue & East 94th Street,40.7829443,-73.9480373,0.0014,53,39135
6.0,Lafayette Street & White Street,40.7173003,-74.0015648,0.0014,25,18461
6.0,Central Park West & West 105th Street,40.797375,-73.9605346,0.0014,12,8864
6.0,Greenwich Street & West 12th Street,40.73755,-74.006487,0.0014,13,9613
6.0,Broadway & Fulton Street,40.710887,-74.009063,0.0014,47,34796
6.0,Delancey Street,40.715951,-73.978909,0.0013,2,1482
6.0,Bowery & Delancey Street,40.7203419,-73.9939521,0.0013,10,7411
6.0,5th Avenue & East 16th Street,40.73733,-73.992654,0.0013,61,45224
6.0,3rd Avenue & East 51st Street,40.7564418,-73.970282,0.0013,158,117169
6.0,Charles Street & Washington Street,40.734094,-74.008491,0.0013,15,11124
6.0,East 11th Street & University Place,40.733304,-73.993322,0.0013,28,20769
6.0,East 67th Street & Park Avenue,40.7679746,-73.9662562,0.0013,41,30420
6.0,Broadway & West 86th Street,40.7882867,-73.9764349,0.0013,81,60145
6.0,East 42nd Street & Vanderbilt Avenue,40.7524129,-73.9783547,0.0013,282,209485
6.0,East 65th Street & Lexington Avenue,40.7659843,-73.9654448,0.0013,63,46817
6.0,East 57th Street & Madison Avenue,40.7622894,-73.9723599,0.0013,193,143721
6.0,East 78th Street & Park Avenue,40.7749849,-73.9611216,0.0013,49,36493
6.0,8th Avenue & West 47th Street,40.7604088,-73.9874753,0.0013,188,140018
6.0,Bleecker Street & West 11th Street,40.735961,-74.005126,0.0013,26,19378
6.0,East 78th Street & Lexington Avenue,40.7742766,-73.9593879,0.0013,73,54590
6.0,2nd Avenue & East 85th Street,40.7771924,-73.9522412,0.0013,72,53922
6.0,Hudson Street & Perry Street,40.735133,-74.0060475,0.0013,17,12754
6.0,Franklin Street & Greenwich Street,40.7194446,-74.0102387,0.0013,24,18007
6.0,1st Avenue,40.7513683,-73.9679689,0.0013,25,18793
6.0,2nd Avenue & East 14th Street,40.732347,-73.984941,0.0013,190,143463
6.0,5th Avenue & East 40th Street,40.752197,-73.981822,0.0013,118,89147
6.0,9th Avenue & West 23rd Street,40.7465084,-74.0013688,0.0013,144,108848
6.0,N/A,40.7962666,-73.9294897,0.0013,236,178396
6.0,Desbrosses Street & Greenwich Street,40.7234428,-74.0095373,0.0013,6,4541
6.0,Varick Street,40.728853,-74.005269,0.0013,27,20446
6.0,Maiden Lane & South Street,40.7052372,-74.0047522,0.0013,12,9099
6.0,7th Avenue & West 48th Street,40.759841,-73.984174,0.0013,213,161674
6.0,East 26th Street & Lexington Avenue,40.7414058,-73.9833636,0.0013,44,33411
6.0,Riverside Drive & Riverside Drive West,40.8382107,-73.9469759,0.0013,17,12920
6.0,Broadway & Cathedral Parkway,40.8041373,-73.9666191,0.0013,84,63886
6.0,Crosby Street & Grand Street,40.7204322,-73.999868,0.0013,23,17590
6.0,11th Avenue & West 27th Street,40.7513932,-74.0051843,0.0013,36,27544
5.0,Greenwich Street & Rector Street,40.7079832,-74.0135999,0.0013,25,19142
5.0,5th Avenue & 97th Street Transverse,40.7885847,-73.9552767,0.0013,50,38376
5.0,FDR Drive,40.7896936,-73.9373914,0.0013,2,1538
5.0,East 77th Street & Lexington Avenue,40.773644,-73.9598562,0.0013,88,67694
5.0,East 76th Street & Park Avenue,40.7737343,-73.9620316,0.0013,54,41588
5.0,Columbus Avenue & West 104th Street,40.7979367,-73.9638244,0.0013,60,46282
5.0,1st Avenue & East 16th Street,40.732664,-73.9816006,0.0013,72,55545
5.0,1st Avenue & East 47th Street,40.7518375,-73.9674437,0.0013,16,12353
5.0,3rd Avenue & East 23rd Street,40.7388264,-73.983148,0.0013,223,172600
5.0,Church Street & White Street,40.7188593,-74.0048352,0.0013,25,19381
5.0,Lexington Avenue,40.752116,-73.975558,0.0013,91,70579
5.0,Ludlow Street & Stanton Street,40.7212285,-73.9877697,0.0013,56,43585
5.0,Rector Street & West Street,40.7084945,-74.0151971,0.0013,76,59195
5.0,Greenwich Street & Murray Street,40.7149221,-74.0113336,0.0013,39,30427
5.0,5th Avenue & West 37th Street,40.7503411,-73.9831797,0.0013,155,120934
5.0,Greenwich Street,40.70971,-74.012839,0.0013,6,4684
5.0,Park Row,40.7121302,-74.0056926,0.0013,15,11730
5.0,Broadway & West 56th Street,40.7654522,-73.9819937,0.0013,61,47709
5.0,Broadway & West 82nd Street,40.785747,-73.9784767,0.0013,48,37554
5.0,3rd Avenue,40.7864975,-73.9483792,0.0013,19,14876
5.0,East 109th Street & Madison Avenue,40.7955419,-73.9480943,0.0013,32,25055
5.0,5th Avenue & East 38th Street,40.750959,-73.982724,0.0013,150,117470
5.0,Central Park West & West 107th Street,40.7987245,-73.9595473,0.0013,9,7049
5.0,East 89th Street & Park Avenue,40.7821577,-73.9559018,0.0013,28,21941
5.0,Broadway & Sherman Avenue,40.8621121,-73.9300037,0.0013,1,784
5.0,Charles Street & Hudson Street,40.734439,-74.0061609,0.0013,31,24309
5.0,6th Avenue & West 23rd Street,40.742901,-73.992805,0.0013,274,214941
5.0,Grand Street & Lewis Street,40.713973,-73.979962,0.0013,16,12578
5.0,East 58th Street & Madison Avenue,40.7629781,-73.9718586,0.0013,117,91988
5.0,7th Avenue & West 34th Street,40.7510002,-73.990617,0.0013,392,308260
5.0,Riverside Drive & West 142nd Street,40.8253237,-73.9537512,0.0013,13,10223
5.0,Albany Street & Liberty Street,40.7100848,-74.0163751,0.0013,37,29118
5.0,5th Avenue & West 15th Street,40.736691,-73.99312,0.0013,62,48903
5.0,Greene Street & Spring Street,40.723795,-74.000367,0.0013,45,35497
5.0,West Street,40.7144376,-74.0134178,0.0013,87,68628
5.0,Adam Clayton Powell Jr. Boulevard & West 112th Street,40.8006945,-73.9544844,0.0013,31,24470
5.0,Centre Street & Howard Street,40.718913,-73.999234,0.0013,21,16591
5.0,9th Avenue & West 25th Street,40.7477804,-74.000438,0.0013,82,64838
5.0,East 63rd Street & Lexington Avenue,40.7647323,-73.9663588,0.0013,69,54583
5.0,East 99th Street & Madison Avenue,40.789168,-73.952743,0.0013,67,53070
5.0,Albany Street & Washington Street,40.7095053,-74.0138882,0.0013,19,15051
5.0,East 37th Street & Park Avenue,40.7489496,-73.9798606,0.0013,131,103806
5.0,East 12th Street & University Place,40.733922,-73.992792,0.0013,55,43583
5.0,10th Avenue & West 22nd Street,40.747023,-74.004653,0.0013,46,36487
5.0,5th Avenue & East 94th Street,40.7866026,-73.9567218,0.0013,20,15866
5.0,Centre Street & Worth Street,40.7151767,-74.0021357,0.0013,53,42047
5.0,Central Park West,40.7993575,-73.9590858,0.0013,13,10323
5.0,Broadway,40.8625988,-73.929954,0.0013,1,795
5.0,12th Avenue & West 42nd Street,40.7619572,-74.0010621,0.0013,300,238626
5.0,Broadway & West 121st Street,40.8111851,-73.9615185,0.0013,20,15963
5.0,Perry Street & Waverly Place,40.7357632,-74.0017617,0.0012,2,1601
5.0,9th Avenue & West 21st Street,40.7452231,-74.002304,0.0012,59,47268
5.0,East 42nd Street & Lexington Avenue,40.7514557,-73.9760254,0.0012,278,222767
5.0,Lincoln Tunnel Expressway,40.7553346,-73.9960352,0.0012,5,4007
5.0,East 16th Street & Irving Place,40.735292,-73.987817,0.0012,33,26467
5.0,East 90th Street & Park Avenue,40.7827842,-73.9554459,0.0012,32,25682
5.0,Amsterdam Avenue & West 104th Street,40.7991294,-73.9666552,0.0012,36,28916
5.0,Chambers Street & West Broadway,40.7155224,-74.0092214,0.0012,53,42583
5.0,2nd Avenue & East 33rd Street,40.7441069,-73.9763707,0.0012,108,86822
5.0,Hudson Street,40.725192,-74.007669,0.0012,16,12875
5.0,Hanover Street,40.7055418,-74.0090528,0.0012,5,4041
5.0,Church Street & Duane Street,40.7160026,-74.0071072,0.0012,34,27495
5.0,9th Avenue & West 58th Street,40.7685835,-73.9852319,0.0012,90,72786
5.0,Carmine Street & Varick Street,40.7294702,-74.0051654,0.0012,88,71209
5.0,East 63rd Street & Park Avenue,40.7653743,-73.9678596,0.0012,58,46973
5.0,East 69th Street & Park Avenue,40.7692181,-73.9653473,0.0012,41,33225
5.0,2nd Avenue & East 81st Street,40.7746458,-73.9540995,0.0012,65,52980
5.0,Riverside Drive & West 92nd Street,40.793329,-73.976574,0.0012,4,3263
5.0,Broome Street & Mulberry Street,40.7204864,-73.9968212,0.0012,32,26123
5.0,Hudson Street & North Moore Street,40.7199619,-74.0085823,0.0012,45,36745
5.0,10th Avenue & West 57th Street,40.7691032,-73.9885656,0.0012,208,170013
5.0,3rd Avenue & East 33rd Street,40.745056,-73.9785905,0.0012,118,96471
5.0,East 95th Street & Park Avenue,40.7859102,-73.9531708,0.0012,13,10638
5.0,East 24th Street & Lexington Avenue,40.7401675,-73.9842643,0.0012,38,31102
5.0,Manhattan Avenue & West 114th Street,40.8037168,-73.9577554,0.0012,15,12287
5.0,Pearl Street & Saint James Place,40.7101928,-74.0011123,0.0012,167,137033
5.0,Morningside Drive & West 113th Street,40.8039909,-73.96031,0.0012,22,18063
5.0,9th Avenue & West 48th Street,40.7622326,-73.9898591,0.0012,115,94589
5.0,Lafayette Street & Worth Street,40.7155919,-74.0030273,0.0012,50,41134
5.0,2nd Avenue & East 82nd Street,40.7752903,-73.9536285,0.0012,82,67489
5.0,Church Street,40.711017,-74.010801,0.0012,17,13997
5.0,2nd Avenue & East 78th Street,40.7726454,-73.9555371,0.0012,77,63429
5.0,3rd Avenue & East 36th Street,40.7469955,-73.9771464,0.0012,200,164800
5.0,2nd Avenue & East 68th Street,40.7662424,-73.9602312,0.0012,73,60170
5.0,7th Avenue & West 35 Street,40.7516588,-73.9901341,0.0012,174,143447
5.0,9th Avenue & West 44th Street,40.7597281,-73.9916837,0.0012,151,124611
5.0,Henshaw Street & Riverside Drive,40.866438,-73.9304693,0.0012,53,43738
5.0,9th Avenue & West 50th Street,40.7634796,-73.9889506,0.0012,103,85056
5.0,Thomas Street & West Broadway,40.717122,-74.007957,0.0012,13,10743
5.0,6th Avenue & West 35 Street,40.750458,-73.9872889,0.0012,132,109107
5.0,9th Avenue & West 59th Street,40.7692405,-73.9847774,0.0012,94,77720
5.0,West Broadway & Worth Street,40.7176679,-74.0075333,0.0012,29,24015
5.0,2nd Avenue & East 6th Street,40.727402,-73.988539,0.0012,63,52285
5.0,East 34th Street,40.7453996,-73.9773216,0.0012,41,34043
5.0,Chatham Square & Oliver Street,40.7134431,-73.9985204,0.0012,115,95530
5.0,2nd Avenue,40.7410343,-73.9786353,0.0012,67,55671
5.0,2nd Avenue & East 27th Street,40.7404072,-73.9790906,0.0012,65,54037
5.0,Avenue A & East 11th Street,40.728446,-73.98179,0.0012,50,41650
5.0,11th Avenue & West 50th Street,40.7658627,-73.9946486,0.0012,53,44172
5.0,Centre Street,40.71868,-73.999423,0.0012,19,15837
5.0,Bowery,40.7252143,-73.9921428,0.0012,43,35962
5.0,Manhattan Avenue & West 105th Street,40.79798,-73.9619619,0.0012,30,25093
5.0,West 63rd Street,40.773594,-73.9874131,0.0012,1,837
5.0,2nd Avenue & East 92nd Street,40.78168,-73.9489676,0.0012,93,77937
5.0,East 88th Street & Park Avenue,40.7815237,-73.9563633,0.0012,36,30195
5.0,East 86th Street & Lexington Avenue,40.7795072,-73.9555814,0.0012,113,94888
5.0,Broadway & West 57th Street,40.766287,-73.981848,0.0012,123,103400
5.0,Riverside Drive,40.8659478,-73.9298529,0.0012,35,29429
5.0,Manhattan Avenue & West 107th Street,40.7993247,-73.9609759,0.0012,24,20200
5.0,5th Avenue,40.775677,-73.964687,0.0012,30,25285
5.0,West 103rd Street & West End Avenue,40.7996987,-73.9699736,0.0012,12,10117
5.0,Grand Street & Greene Street,40.721621,-74.002208,0.0012,32,26992
5.0,7th Avenue South & Commerce Street,40.731893,-74.003791,0.0012,17,14378
5.0,5th Avenue & West 51st Street,40.759165,-73.976744,0.0012,127,107453
5.0,Broadway & West 168th Street,40.8411266,-73.9398609,0.0012,5,4237
5.0,East 63rd Street & Madison Avenue,40.7660912,-73.9695848,0.0012,40,33935
5.0,11th Avenue,40.7576858,-74.0006278,0.0012,46,39026
5.0,Frankfort Street & Park Row,40.7119161,-74.0060393,0.0012,37,31392
5.0,N/A,40.7072065,-74.0149206,0.0012,2,1697
5.0,Horatio Street & Jane Street,40.738142,-74.008154,0.0012,19,16153
5.0,Broadway & West 85th Street,40.7876214,-73.9770038,0.0012,44,37437
5.0,East 50th Street & Lexington Avenue,40.756498,-73.972362,0.0012,91,77612
5.0,2nd Avenue & East 5th Street,40.726792,-73.988984,0.0012,61,52037
5.0,Adam Clayton Powell Jr. Boulevard & West 127th Street,40.8103095,-73.9474471,0.0012,2,1707
5.0,Amsterdam Avenue & West 90th Street,40.7902424,-73.9731431,0.0012,41,35038
5.0,11th Avenue & West 54th Street,40.7683937,-73.9927954,0.0012,47,40170
5.0,Hudson Street & Worth Street,40.7182739,-74.0088803,0.0012,14,11968
5.0,FDR Drive,40.7358393,-73.9751807,0.0012,42,35942
5.0,Union Square West,40.7365258,-73.9907376,0.0012,31,26583
5.0,East 94th Street & Lexington Avenue,40.7845645,-73.9518834,0.0012,31,26602
5.0,8th Avenue & West 44th Street,40.758532,-73.9888431,0.0012,281,241356
5.0,Bleecker Street,40.7254655,-73.9930404,0.0012,10,8592
5.0,Saint Nicholas Avenue & West 125th Street,40.810765,-73.952591,0.0012,142,122023
5.0,East 59th Street & Madison Avenue,40.7635979,-73.9714037,0.0012,121,104025
5.0,9th Avenue & West 54th Street,40.7659937,-73.9871254,0.0012,85,73133
5.0,East 48th Street & Lexington Avenue,40.755243,-73.973276,0.0012,99,85210
5.0,7th Avenue South & Bedford Street,40.730719,-74.00446,0.0012,16,13803
5.0,Mercer Street & Spring Street,40.723423,-73.999609,0.0012,42,36339
5.0,5th Avenue & East 82nd Street,40.778947,-73.962303,0.0012,40,34615
5.0,Broadway & West 115th Street,40.8073074,-73.9643043,0.0012,28,24234
5.0,West 79th Street,40.7856418,-73.9842622,0.0012,94,81550
5.0,Amsterdam Avenue & West 75th Street,40.780561,-73.98021,0.0012,48,41663
5.0,Washington Street & West 12th Street,40.737554,-74.008206,0.0012,16,13910
5.0,Hudson Street & West Houston Street,40.7287662,-74.0070745,0.0011,55,47828
5.0,Bleecker Street & Cornelia Street,40.731136,-74.002943,0.0011,14,12199
5.0,East 44th Street & Madison Avenue,40.7541,-73.978332,0.0011,39,34011
5.0,3rd Avenue & East 28th Street,40.7419683,-73.9808564,0.0011,85,74190
5.0,West 63rd Street & West End Avenue,40.7741202,-73.9886361,0.0011,50,43653
5.0,Barrow Street & Bedford Street,40.731836,-74.005107,0.0011,6,5244
5.0,1st Avenue & East 116th Street,40.7959869,-73.9354207,0.0011,138,120708
5.0,East 95th Street & Lexington Avenue,40.7851747,-73.9514388,0.0011,17,14872
5.0,South Street,40.7037691,-74.0070607,0.0011,14,12263
5.0,East 61st Street & Park Avenue,40.7642122,-73.9689903,0.0011,76,66611
5.0,East 107th Street & Madison Avenue,40.794281,-73.949013,0.0011,23,20163
5.0,Church Street & Warren Street,40.7143685,-74.0084008,0.0011,47,41221
5.0,FDR Drive,40.7823141,-73.944371,0.0011,84,73846
5.0,Washington Street & West 13th Street,40.7409321,-74.0074768,0.0011,55,48479
5.0,Saint Nicholas Avenue & West 134th Street,40.816374,-73.948356,0.0011,10,8818
5.0,Central Park West & West 109th Street,40.7999881,-73.958632,0.0011,11,9705
5.0,Lafayette Street & Leonard Street,40.716181,-74.002558,0.0011,23,20298
5.0,East 49th Street & Lexington Avenue,40.75587,-73.97282,0.0011,119,105122
5.0,Broadway & West 91st Street,40.791438,-73.9740374,0.0011,45,39759
5.0,11th Avenue & West 48th Street,40.7646309,-73.9955449,0.0011,98,86609
5.0,Mott Street & Prince Street,40.723036,-73.994909,0.0011,31,27401
5.0,9th Avenue & West 17th Street,40.7428829,-74.0039992,0.0011,108,95504
5.0,Central Park West & West 97th Street,40.792384,-73.9641881,0.0011,79,70152
5.0,1st Avenue & East 120th Street,40.7985861,-73.9335218,0.0011,107,95043
5.0,Columbus Avenue & West 81st Street,40.7832429,-73.9745419,0.0011,89,79121
5.0,Barclay Street & Church Street,40.712736,-74.0096671,0.0011,39,34677
5.0,Beekman Street & Park Row,40.7117008,-74.0069661,0.0011,27,24011
5.0,Amsterdam Avenue & Laurel Hill Terrace,40.8484776,-73.9306128,0.0011,1,891
5.0,Edgecombe Avenue & West 140th Street,40.820255,-73.945613,0.0011,7,6243
5.0,East Broadway & Grand Street,40.7148556,-73.9829891,0.0011,1,892
5.0,West 218th Street,40.872116,-73.916278,0.0011,11,9819
5.0,6th Avenue & West 40th Street,40.7535585,-73.9850397,0.0011,127,113375
5.0,1st Avenue & East 30th Street,40.741274,-73.975343,0.0011,194,173780
5.0,2nd Avenue & East 35th Street,40.745442,-73.975394,0.0011,211,189184
5.0,East 89th Street & East End Avenue,40.776864,-73.94336,0.0011,54,48518
5.0,Hudson Street,40.7365314,-74.0058168,0.0011,15,13479
5.0,6th Avenue & Lispenard Street,40.7206388,-74.0052198,0.0011,64,57512
5.0,East Houston Street & Ridge Street,40.7208969,-73.9821853,0.0011,23,20675
5.0,Columbus Avenue,40.7698413,-73.9843207,0.0011,86,77342
5.0,East 62nd Street & Madison Avenue,40.7654664,-73.9700424,0.0011,44,39572
5.0,West 93rd Street & West End Ave.,40.7933315,-73.9746353,0.0011,32,28782
5.0,Columbus Avenue & West 105th Street,40.7985659,-73.9633655,0.0011,34,30589
5.0,2nd Avenue & East 93rd Street,40.7823112,-73.9485053,0.0011,56,50474
5.0,West 4th Street,40.732841,-74.002124,0.0011,11,9925
5.0,8th Avenue & West 39th Street,40.75533,-73.991177,0.0011,209,188644
5.0,Hudson Street & Leroy Street,40.7302239,-74.0068382,0.0011,25,22584
5.0,11th Avenue,40.7423524,-74.0086875,0.0011,125,112958
5.0,FDR Drive,40.7216193,-73.9747705,0.0011,59,53326
5.0,West Broadway & West Houston Street,40.7268923,-73.9999617,0.0011,108,97740
5.0,Broadway & West 54th Street,40.764037,-73.9824772,0.0011,73,66080
5.0,Frederick Douglass Boulevard,40.8317067,-73.9354209,0.0011,3,2716
5.0,Bleecker Street & West 10th Street,40.73401,-74.004561,0.0011,51,46188
