Bucketed Score,Intersection,Lat,Long,Raw Score,Accidents,Traffic
8.0,2nd Avenue,40.787442,-73.94477,0.0051,48,9351
8.0,2nd Avenue & East 63rd Street,40.763113,-73.962515,0.0051,305,59529
8.0,East 111th Street & FDR Drive,40.7923992,-73.9367899,0.0051,1,196
8.0,Broadway,40.715236,-74.00542,0.0051,60,11792
8.0,East 108th Street & Lexington Avenue,40.7935499,-73.9453255,0.0051,19,3738
8.0,Henry Street & Montgomery Street,40.7137999,-73.9850482,0.0051,27,5314
8.0,5th Avenue & East 108th Street,40.795588,-73.950158,0.0051,33,6495
8.0,5th Avenue,40.796217,-73.949695,0.0051,37,7289
8.0,Ridge Street & Stanton Street,40.7197271,-73.982796,0.0051,34,6717
8.0,Fort Washington Avenue & West 178th Street,40.8486855,-73.9391904,0.0051,98,19371
8.0,Frederick Douglass Boulevard & West 124th Street,40.8094996,-73.9516742,0.0051,47,9293
8.0,Wadsworth Avenue & West 178th Street,40.847872,-73.936403,0.005,29,5759
8.0,Henry Street & Oliver Street,40.7127307,-73.9979934,0.005,14,2796
8.0,East 104th Street & Lexington Avenue,40.7909323,-73.9472339,0.005,49,9799
8.0,Saint Nicholas Place & West 151st Street,40.827823,-73.941997,0.005,9,1805
8.0,Amsterdam Avenue & West 113th Street,40.8048852,-73.9624527,0.005,52,10437
8.0,East Broadway & Pike Street,40.7138471,-73.9927507,0.005,78,15661
8.0,3rd Avenue & East 39th Street,40.7488523,-73.9757971,0.005,149,29917
8.0,Riverside Drive & West 160th Street,40.8373178,-73.9468195,0.005,29,5826
8.0,Amsterdam Avenue & West 120th Street,40.8093313,-73.9592062,0.005,41,8281
8.0,Clinton Street & Grand Street,40.7159633,-73.9867379,0.005,110,22218
8.0,East 124th Street & Madison Avenue,40.805063,-73.941167,0.0049,45,9122
8.0,Rivington Street & Suffolk Street,40.7193368,-73.9859139,0.0049,31,6286
8.0,2nd Avenue & East 61st Street,40.7618673,-73.9634382,0.0049,237,48300
8.0,Marginal Street & West 125th Street,40.818704,-73.961038,0.0049,27,5511
8.0,North Moore Street & West Broadway,40.7196963,-74.0059515,0.0049,3,613
8.0,Laight Street & Washington Street,40.7222178,-74.0105581,0.0049,22,4514
8.0,Platt Street & William Street,40.7083571,-74.0076525,0.0048,13,2687
8.0,MacDougal Street & West Houston Street,40.7279821,-74.0021941,0.0048,51,10560
8.0,Malcolm X Boulevard & West 139th Street,40.8167012,-73.9390651,0.0048,9,1864
8.0,1st Avenue & East 47th Street,40.7520165,-73.9676835,0.0048,31,6431
8.0,FDR Drive,40.7852902,-73.9403825,0.0048,200,41517
8.0,Bowery & Pell Street,40.7146482,-73.9971597,0.0048,21,4373
8.0,Riverside Drive,40.8125399,-73.9639328,0.0048,30,6251
8.0,Saint Nicholas Terrace & West 135th Street,40.8179231,-73.9497399,0.0048,13,2710
8.0,Harlem River Drive,40.8349981,-73.9354595,0.0048,13,2711
8.0,Saint Nicholas Avenue,40.819895,-73.946718,0.0048,8,1669
8.0,Morningside Avenue & West 123rd Street,40.810064,-73.954966,0.0048,30,6277
8.0,Malcolm X Boulevard & West 111th Street,40.7988119,-73.9519558,0.0048,39,8176
8.0,Haven Avenue,40.8513207,-73.9412279,0.0048,1,210
8.0,3rd Avenue & East 37th Street,40.7476147,-73.9766965,0.0047,322,67826
8.0,Amsterdam Avenue,40.8386821,-73.9377692,0.0047,1,211
8.0,Fletcher Street & Front Street,40.7059869,-74.0052181,0.0047,5,1056
8.0,Malcolm X Boulevard & West 134th Street,40.8134711,-73.9414254,0.0047,5,1056
8.0,Broadway & West 61st Street,40.7696743,-73.9819968,0.0047,58,12254
8.0,Broadway & Dyckman Street,40.8655306,-73.9272714,0.0047,129,27277
8.0,Nassau Street & Pine Street,40.707694,-74.010201,0.0047,37,7835
8.0,10th Avenue,40.8595101,-73.9225464,0.0047,1,212
8.0,Adam Clayton Powell Jr. Boulevard & West 134th Street,40.8146749,-73.944278,0.0047,7,1489
8.0,Broadway & West 96th Street,40.7946106,-73.971682,0.0047,147,31305
8.0,Catherine Slip & South Street,40.7092234,-73.9959247,0.0047,42,8949
8.0,Delancey Street,40.7159409,-73.9808692,0.0047,39,8319
8.0,3rd Avenue & East 34th Street,40.7457162,-73.9780908,0.0047,295,62978
8.0,Broome Street & Forsyth Street,40.718851,-73.992621,0.0047,11,2350
8.0,Fort Washington Avenue & West 160th Street,40.8363811,-73.9445746,0.0047,23,4917
8.0,Broome Street & Orchard Street,40.7181237,-73.9902319,0.0047,19,4067
8.0,2nd Avenue & East 103rd Street,40.788686,-73.943859,0.0047,33,7090
8.0,Beach Street & Varick Street,40.7204501,-74.006671,0.0046,126,27284
8.0,Pearl Street,40.707205,-74.005951,0.0046,13,2816
8.0,Frederick Douglass Boulevard & West 121st Street,40.80761,-73.95304,0.0046,27,5855
8.0,East Broadway & Montgomery Street,40.714466,-73.9853397,0.0046,35,7642
8.0,Bridge Street & State Street,40.7036143,-74.0144036,0.0046,36,7862
8.0,Chrystie Street & East Houston Street,40.7235993,-73.9910568,0.0046,187,40997
8.0,Malcolm X Boulevard & West 140th Street,40.8173165,-73.9386193,0.0045,10,2199
8.0,Avenue C & East Houston Street,40.720654,-73.9813158,0.0045,106,23314
8.0,Adam Clayton Powell Jr. Boulevard & West 130th Street,40.8121515,-73.9461061,0.0045,2,440
8.0,8th Avenue & Frederick Douglass Boulevard,40.801232,-73.957696,0.0045,27,5946
8.0,Frederick Douglass Boulevard & West 115th Street,40.803744,-73.955861,0.0045,104,22960
8.0,Convent Avenue,40.822737,-73.947622,0.0045,9,1993
8.0,Cliff Street & John Street,40.707905,-74.006021,0.0045,18,3987
8.0,Beekman Street,40.710397,-74.005599,0.0045,36,7978
8.0,Broome Street & Ludlow Street,40.7178944,-73.9894779,0.0045,22,4906
8.0,5th Avenue,40.791085,-73.953438,0.0045,66,14740
8.0,Park Avenue,40.7910567,-73.9494251,0.0045,16,3580
8.0,Saint Nicholas Terrace & West 129th Street,40.813567,-73.951322,0.0045,13,2921
8.0,Frederick Douglass Boulevard & West 129th Street,40.812727,-73.949301,0.0044,27,6136
8.0,West Broadway,40.7194586,-74.0061348,0.0044,11,2506
8.0,Broome Street & Chrystie Street,40.71907,-73.99336,0.0044,73,16667
8.0,Varick Street & West Houston Street,40.728601,-74.0053147,0.0044,185,42301
8.0,East 129th Street & Park Avenue,40.8076662,-73.9373376,0.0044,5,1146
8.0,Market Slip & South Street,40.7095139,-73.9940261,0.0044,39,8941
8.0,Canal Street & Mulberry Street,40.7171185,-73.9985861,0.0044,203,46559
8.0,2nd Avenue & East 39th Street,40.7479204,-73.973591,0.0044,160,36780
8.0,3rd Avenue & East 106th Street,40.791572,-73.944675,0.0043,75,17308
8.0,East 116th Street & Madison Avenue,40.7999823,-73.9448507,0.0043,79,18282
8.0,Amsterdam Avenue & West 121st Street,40.8100035,-73.9587153,0.0043,22,5096
8.0,Hester Street & Mott Street,40.71787,-73.997108,0.0043,82,19033
8.0,Fort Washington Avenue,40.852128,-73.937819,0.0043,19,4419
8.0,Malcolm X Boulevard & West 133rd Street,40.8128505,-73.9418859,0.0043,4,931
8.0,Eldridge Street & Rivington Street,40.7207678,-73.9906322,0.0043,21,4891
8.0,2nd Avenue & East 100th Street,40.786809,-73.94523,0.0043,42,9801
8.0,Henry Street & Rutgers Street,40.7133734,-73.9901237,0.0043,27,6322
8.0,Henry Street,40.7130913,-73.9936203,0.0043,18,4227
8.0,Riverside Drive,40.8518137,-73.9418352,0.0043,2,470
8.0,East 124th Street & Park Avenue,40.8043271,-73.9393972,0.0043,38,8931
8.0,Malcolm X Boulevard & West 115th Street,40.8013149,-73.9501314,0.0042,46,10824
8.0,Division Street & Eldridge Street,40.714294,-73.9939482,0.0042,19,4482
8.0,Adam Clayton Powell Jr. Boulevard & West 129th Street,40.8114793,-73.9464014,0.0042,10,2366
8.0,Duane Street & Trimble Place,40.715767,-74.006586,0.0042,12,2841
8.0,Dyckman Street & Vermilyea Avenue,40.864525,-73.92662,0.0042,46,10974
8.0,FDR Drive,40.7464132,-73.9694075,0.0042,31,7398
8.0,Malcolm X Boulevard & West 118th Street,40.8033044,-73.9486636,0.0042,51,12206
8.0,Broadway & Old Broadway,40.8175185,-73.9568845,0.0042,64,15339
8.0,3rd Avenue & East 40th Street,40.7494677,-73.97535,0.0041,109,26316
8.0,Frederick Douglass Boulevard & West 150th Street,40.8260002,-73.9396033,0.0041,3,726
8.0,Amsterdam Avenue & West 116th Street,40.8068259,-73.9610357,0.0041,29,7034
8.0,Amsterdam Avenue,40.8087475,-73.9596325,0.0041,17,4131
8.0,9th Avenue & West 42nd Street,40.7584291,-73.9926299,0.0041,407,98957
8.0,Morningside Avenue & West 118th Street,40.806916,-73.957266,0.0041,12,2918
8.0,Beaver Street & Hanover Street,40.705313,-74.009016,0.0041,18,4389
8.0,Central Park North,40.7982705,-73.9525304,0.0041,36,8790
8.0,Riverside Drive,40.794032,-73.976306,0.0041,15,3665
8.0,Broadway & West 106th Street,40.8013053,-73.9677887,0.0041,47,11493
8.0,Central Park North & Frawley Circle,40.797086,-73.949699,0.0041,21,5136
8.0,Saint Nicholas Avenue & West 118th Street,40.805028,-73.95276,0.0041,17,4162
8.0,N/A,40.8467477,-73.9323412,0.0041,1,245
8.0,Vermilyea Avenue & West 204th Street,40.866064,-73.922498,0.0041,26,6372
8.0,Bradhurst Avenue & West 150th Street,40.826414,-73.940595,0.0041,6,1473
8.0,Bank Street & Bleecker Street,40.736611,-74.005314,0.0041,9,2213
8.0,Broadway & Chambers Street,40.7141733,-74.0063041,0.0041,107,26360
8.0,Saint Nicholas Avenue,40.824705,-73.944268,0.004,12,2979
8.0,Saint Nicholas Avenue,40.818535,-73.94735,0.004,6,1492
8.0,N/A,40.8021434,-73.9337698,0.004,2,502
8.0,Malcolm X Boulevard & West 120th Street,40.8045555,-73.947737,0.004,28,7028
8.0,East 97th Street & Park Avenue,40.7872697,-73.9521814,0.004,76,19122
8.0,N/A,40.8345026,-73.9495624,0.004,117,29567
8.0,2nd Avenue & East 109th Street,40.79256,-73.9410247,0.0039,65,16456
8.0,Dyckman Street & Seaman Avenue,40.8662,-73.928057,0.0039,53,13433
8.0,10th Avenue & West 36th Street,40.7558731,-73.9982091,0.0039,118,29983
8.0,Broadway & West 112th Street,40.8054098,-73.9656751,0.0039,50,12728
8.0,Amsterdam Avenue & Morningside Drive,40.8106295,-73.9582729,0.0039,34,8676
8.0,Frederick Douglass Boulevard & West 128th Street,40.812103,-73.949757,0.0039,21,5363
8.0,Grand Street,40.7146922,-73.982426,0.0039,5,1278
8.0,Liberty Street & Trinity Place,40.709687,-74.011674,0.0039,38,9716
8.0,East Broadway & Market Street,40.7136968,-73.9945593,0.0039,68,17445
8.0,Malcolm X Boulevard & West 117th Street,40.8027375,-73.9492747,0.0039,6,1540
8.0,Pitt Street & Rivington Street,40.7183028,-73.9825031,0.0039,25,6420
8.0,Broome Street & Wooster Street,40.72293,-74.002174,0.0039,43,11062
8.0,Chrystie Street & Rivington Street,40.721248,-73.992237,0.0039,100,25825
8.0,2nd Avenue & East 116th Street,40.7969883,-73.9377842,0.0039,104,26884
8.0,5th Avenue & West 115th Street,40.799961,-73.946974,0.0039,49,12687
8.0,Park Avenue,40.7879028,-73.9517206,0.0039,40,10364
8.0,Riverside Drive,40.823549,-73.955385,0.0039,46,11926
8.0,Bowery & Stanton Street,40.7228017,-73.9930317,0.0039,58,15039
8.0,Bradhurst Avenue,40.828296,-73.939248,0.0038,2,520
8.0,Hudson Street & West 12th Street,40.7375527,-74.0057088,0.0038,23,5984
8.0,Front Street & Gouverneur Lane,40.704285,-74.007671,0.0038,9,2346
8.0,Mulberry Street & Prince Street,40.7233679,-73.9957075,0.0038,41,10701
8.0,11th Avenue,40.7589299,-73.9996997,0.0038,96,25065
8.0,Broadway & West 74th Street,40.7802409,-73.9814437,0.0038,53,13842
8.0,Amsterdam Avenue & West 118th Street,40.8081151,-73.9600943,0.0038,18,4722
8.0,Amsterdam Avenue & West 101st Street,40.7972466,-73.9680298,0.0038,22,5780
8.0,Catherine Street & Madison Street,40.7120926,-73.9969405,0.0038,40,10525
8.0,Chrystie Street & Grand Street,40.7181594,-73.9938242,0.0038,93,24485
8.0,1st Avenue & East Houston Street,40.7229823,-73.9885488,0.0038,191,50316
8.0,3rd Avenue & East 38th Street,40.7482313,-73.9762484,0.0038,111,29268
8.0,Hugh L. Carey Tunnel,40.7010079,-74.0151816,0.0038,6,1583
8.0,Manhattan Avenue & West 116th Street,40.8050221,-73.9567983,0.0038,37,9790
8.0,Riverside Drive,40.8421442,-73.9440914,0.0038,4,1059
8.0,Kenmare Street & Lafayette Street,40.7215815,-73.9977854,0.0038,40,10628
8.0,Clinton Street & East Houston Street,40.7214199,-73.983869,0.0038,85,22622
8.0,Spring Street & Varick Street,40.7256753,-74.0057082,0.0038,180,47975
8.0,Greenwich Street & Watts Street,40.7241027,-74.0094239,0.0038,9,2400
8.0,West 126th Street,40.813554,-73.955203,0.0037,9,2406
8.0,Norfolk Street & Rivington Street,40.7195914,-73.9867535,0.0037,32,8605
7.0,Avenue D & Columbia Street,40.7198863,-73.9787976,0.0037,110,29604
7.0,Fort Washington Avenue & West 180th Street,40.8499781,-73.9386594,0.0037,21,5652
7.0,Amsterdam Avenue & West 107th Street,40.8011074,-73.965211,0.0037,35,9438
7.0,Broome Street & Crosby Street,40.721421,-73.999031,0.0037,43,11654
7.0,East 116th Street & Park Avenue,40.7992437,-73.9431074,0.0037,70,18975
7.0,West Street,40.7050716,-74.0164671,0.0037,30,8137
7.0,Adam Clayton Powell Jr. Boulevard & West 141st Street,40.8190585,-73.9408393,0.0037,3,815
7.0,East 35th Street & Park Avenue,40.7477162,-73.9807612,0.0037,90,24484
7.0,Gramercy Park North,40.7382196,-73.9856769,0.0037,58,15800
7.0,Riverside Drive & Tiemann Place,40.815882,-73.960561,0.0037,17,4657
7.0,Broadway & Isham Street,40.868114,-73.919754,0.0036,53,14533
7.0,Bridge Street & Whitehall Street,40.703588,-74.013114,0.0036,16,4389
7.0,Park Place & West Broadway,40.7138543,-74.0105666,0.0036,38,10427
7.0,N/A,40.7012533,-74.0154713,0.0036,5,1375
7.0,Hancock Place & Morningside Avenue,40.810992,-73.954288,0.0036,24,6624
7.0,3rd Avenue & East 116th Street,40.7979386,-73.9400272,0.0036,130,35889
7.0,Gold Street,40.710185,-74.0042501,0.0036,39,10788
7.0,Morningside Avenue,40.807546,-73.956806,0.0036,10,2768
7.0,10th Avenue & West 41st Street,40.758981,-73.9959432,0.0036,295,81677
7.0,Haven Avenue & West 176th Street,40.847666,-73.942184,0.0036,8,2228
7.0,3rd Avenue & East 110th Street,40.7941324,-73.9428059,0.0036,59,16433
7.0,9th Avenue & West 35 Street,40.7540684,-73.995845,0.0036,109,30449
7.0,East Broadway & Eldridge Street,40.7137475,-73.9939452,0.0036,56,15653
7.0,2nd Avenue & East 125th Street,40.8027762,-73.9335781,0.0036,331,92572
7.0,Greenwich Street,40.7169151,-74.0107841,0.0036,15,4206
7.0,10th Avenue & West 33 Street,40.7539186,-73.9996344,0.0036,89,24964
7.0,7th Avenue South & Leroy Street,40.730321,-74.004688,0.0036,40,11228
7.0,East 120th Street & Madison Avenue,40.8025573,-73.9429967,0.0036,26,7308
7.0,Dyckman Street & Nagle Avenue,40.8616308,-73.9247908,0.0036,7,1969
7.0,Manhattan Avenue & West 123rd Street,40.8094627,-73.953542,0.0035,11,3099
7.0,12th Avenue & West 58th Street,40.7721604,-73.9936601,0.0035,23,6485
7.0,2nd Avenue & East 119th Street,40.798935,-73.936361,0.0035,40,11346
7.0,Ann Street & Nassau Street,40.7105761,-74.0073842,0.0035,34,9656
7.0,Broadway,40.8169955,-73.9575149,0.0035,8,2278
7.0,Broadway & Liberty Street,40.709154,-74.010542,0.0035,42,11972
7.0,3rd Avenue & East 35th Street,40.7463822,-73.9776058,0.0035,125,35808
7.0,Academy Street & Broadway,40.866336,-73.925005,0.0035,54,15475
7.0,Broadway & Morris Street,40.7058713,-74.0132406,0.0035,72,20662
7.0,11th Avenue & West 33rd Street,40.7551291,-74.0025415,0.0035,49,14088
7.0,Saint Nicholas Avenue & West 140th Street,40.820572,-73.946403,0.0035,6,1731
7.0,Amsterdam Avenue & Broadway,40.7779293,-73.9821323,0.0035,156,45030
7.0,Allen Street,40.716235,-73.992014,0.0035,42,12158
7.0,East 120th Street & Park Avenue,40.8018166,-73.9412295,0.0035,33,9561
7.0,East 112th Street & Lexington Avenue,40.7960891,-73.9434711,0.0035,72,20865
7.0,Broadway & West 98th Street,40.7959244,-73.9707469,0.0034,50,14501
7.0,Broadway & West 36th Street,40.7514433,-73.9876623,0.0034,44,12765
7.0,Broadway & East Houston Street,40.7253748,-73.9967972,0.0034,244,71007
7.0,10th Avenue & West 42nd Street,40.7596264,-73.9954726,0.0034,320,93145
7.0,Broadway & West 102nd Street,40.7984325,-73.9689288,0.0034,32,9318
7.0,South Street,40.707892,-74.0001127,0.0034,30,8773
7.0,Hudson Street & Reade Street,40.716193,-74.009201,0.0034,13,3807
7.0,11th Avenue & West 23rd Street,40.7489204,-74.0070372,0.0034,124,36323
7.0,Cooper Square,40.7277093,-73.9912191,0.0034,46,13482
7.0,West 47th Street,40.7593949,-73.9850691,0.0034,144,42312
7.0,3rd Avenue & East 41st Street,40.7500879,-73.9748993,0.0034,118,34722
7.0,Pitt Street & Stanton Street,40.7194627,-73.9819201,0.0034,26,7664
7.0,Beekman Street & Gold Street,40.70966,-74.004827,0.0034,35,10317
7.0,West 106th Street & West End Avenue,40.8016434,-73.9685615,0.0034,16,4724
7.0,Harlem River Drive,40.8111547,-73.9349016,0.0034,13,3847
7.0,Frederick Douglass Boulevard & West 119th Street,40.806353,-73.953957,0.0034,41,12136
7.0,Central Park North,40.7994807,-73.9553885,0.0034,35,10367
7.0,Dyckman Street & Nagle Avenue,40.8615472,-73.924733,0.0034,6,1779
7.0,3rd Avenue & East 102nd Street,40.7890027,-73.9465505,0.0034,46,13656
7.0,Elizabeth Street & Kenmare Street,40.720627,-73.994969,0.0034,94,27939
7.0,Broadway & West 111th Street,40.8047848,-73.966136,0.0034,51,15190
7.0,William Street,40.70734,-74.008645,0.0033,23,6871
7.0,Orchard Street & Stanton Street,40.7214549,-73.9885198,0.0033,48,14343
7.0,Charlton Street & Varick Street,40.727157,-74.005545,0.0033,105,31400
7.0,Madison Avenue,40.80445,-73.941651,0.0033,22,6598
7.0,Madison Avenue,40.8120125,-73.9360843,0.0033,5,1506
7.0,West 158th Street,40.836532,-73.9488318,0.0033,100,30147
7.0,Broadway & Cortlandt Street,40.709806,-74.009988,0.0033,45,13579
7.0,Edgecombe Avenue & West 138th Street,40.819006,-73.946522,0.0033,8,2425
7.0,Broadway & West 129th Street,40.816296,-73.9577702,0.0033,50,15171
7.0,Clinton Street,40.717971,-73.98565,0.0033,8,2434
7.0,Saint Nicholas Avenue & West 120th Street,40.806709,-73.952857,0.0033,19,5781
7.0,Broadway & West 120th Street,40.8104995,-73.9620178,0.0033,71,21629
7.0,Amsterdam Avenue & West 109th Street,40.8023687,-73.9642901,0.0033,32,9766
7.0,Broadway & Cumming Street,40.866025,-73.925872,0.0033,51,15607
7.0,Rutgers Slip & South Street,40.7101314,-73.9897846,0.0033,104,31840
7.0,Broadway & West 101st Street,40.7977996,-73.9693893,0.0033,29,8889
7.0,Bialystoker Place & Delancey Street,40.7164489,-73.9825709,0.0033,28,8583
7.0,3rd Avenue & East 118th Street,40.7992528,-73.9390621,0.0032,49,15114
7.0,West 134th Street,40.8128979,-73.9400767,0.0032,1,309
7.0,East 109th Street & Lexington Avenue,40.79418,-73.9448653,0.0032,34,10506
7.0,Dutch Street & Fulton Street,40.709872,-74.007054,0.0032,23,7110
7.0,5th Avenue & East 107th Street,40.794965,-73.950613,0.0032,14,4353
7.0,Holland Tunnel access & Watts Street,40.7239092,-74.0075216,0.0032,2,622
7.0,West 35 Street,40.7506844,-73.9878246,0.0032,67,20848
7.0,Riverside Drive & West 112th Street,40.806127,-73.967373,0.0032,6,1877
7.0,Albany Street & West Street,40.7098267,-74.0147291,0.0032,217,68249
7.0,East 5th Street,40.7236873,-73.9814332,0.0032,3,944
7.0,Broadway,40.7050474,-74.0133488,0.0032,70,22039
7.0,5th Avenue & East 118th Street,40.801971,-73.945508,0.0032,28,8845
7.0,Delancey Street & Pitt Street,40.7166754,-73.9833412,0.0032,42,13295
7.0,Riverside Drive & West 98th Street,40.797149,-73.973651,0.0032,18,5703
7.0,East 119th Street & Madison Avenue,40.801918,-73.9434367,0.0031,30,9566
7.0,9th Avenue & West 41st Street,40.7578265,-73.9930688,0.0031,253,80759
7.0,5th Avenue,40.791722,-73.952984,0.0031,32,10255
7.0,Malcolm X Boulevard & West 135th Street,40.8141401,-73.9409365,0.0031,13,4171
7.0,9th Avenue & West 33 Street,40.7527421,-73.996789,0.0031,88,28303
7.0,Ludlow Street & Rivington Street,40.7200783,-73.988359,0.0031,84,27050
7.0,10th Avenue & West 39th Street,40.7577413,-73.9968472,0.0031,199,64136
7.0,Broadway & West 122nd Street,40.8118101,-73.9610595,0.0031,44,14184
7.0,Broadway & West 99th Street,40.7965528,-73.970293,0.0031,42,13559
7.0,Convent Avenue & West 129th Street,40.8143036,-73.9530716,0.0031,15,4852
7.0,3rd Avenue & East 105th Street,40.7908925,-73.945171,0.0031,50,16198
7.0,10th Avenue,40.7526895,-74.0005305,0.0031,66,21557
7.0,Central Park West & West 106th Street,40.7980472,-73.96004,0.0031,21,6865
7.0,Riverside Drive,40.82582,-73.953014,0.0031,16,5233
7.0,Bedford Street & Downing Street,40.729344,-74.003657,0.0031,29,9494
7.0,6th Avenue,40.727664,-74.003155,0.003,41,13479
7.0,East Houston Street & Orchard Street,40.7226423,-73.9879094,0.003,42,13845
7.0,Broadway & West 135th Street,40.8200885,-73.9550161,0.003,108,35615
7.0,10th Avenue & West 38th Street,40.7571105,-73.9973071,0.003,107,35376
7.0,East 35th Street & Tunnel Exit Street,40.7460357,-73.9767914,0.003,53,17530
7.0,9th Avenue & West 30 Street,40.7508988,-73.9981519,0.003,147,48825
7.0,East 26th Street,40.739232,-73.978193,0.003,18,5983
7.0,Broadway & West 64th Street,40.7722024,-73.9820838,0.003,84,27937
7.0,East 117th Street & Park Avenue,40.7999262,-73.9426093,0.003,34,11360
7.0,2nd Avenue & East 95th Street,40.7835456,-73.9476028,0.003,73,24413
7.0,Manhattan Avenue & West 100th Street,40.794787,-73.964303,0.003,12,4020
7.0,Mulberry Street & Spring Street,40.721952,-73.996268,0.003,61,20475
7.0,10th Avenue & West 16th Street,40.74347,-74.007238,0.003,71,23856
7.0,Saint Nicholas Avenue & West 111th Street,40.799,-73.952408,0.003,12,4037
7.0,East 78th Street,40.7700832,-73.9494518,0.003,8,2693
7.0,2nd Avenue & East 121st Street,40.8001963,-73.9354447,0.003,31,10444
7.0,Haven Avenue,40.8483226,-73.9420228,0.003,10,3374
7.0,Morningside Avenue,40.806291,-73.957722,0.003,9,3037
7.0,Saint Nicholas Avenue & West 158th Street,40.833098,-73.940653,0.003,12,4052
7.0,Rutherford Place,40.734012,-73.984773,0.003,6,2031
7.0,Columbus Avenue & West 109th Street,40.8011683,-73.9614382,0.003,30,10161
7.0,East 110th Street & Park Avenue,40.7954383,-73.9458846,0.003,32,10840
7.0,Church Street & Murray Street,40.7138056,-74.0088463,0.003,71,24064
7.0,Spruce Street,40.7116883,-74.0058474,0.0029,19,6464
7.0,East 122nd Street & Park Avenue,40.8030731,-73.9403125,0.0029,35,11929
7.0,East 59th Street & Lexington Avenue,40.7622356,-73.9681807,0.0029,146,49804
7.0,Edgecombe Avenue & West 141st Street,40.8208736,-73.9451567,0.0029,29,9935
7.0,South Pinehurst Avenue & West 176th Street,40.847387,-73.940691,0.0029,4,1376
7.0,Morningside Drive,40.8074127,-73.9583999,0.0029,14,4821
7.0,Front Street & Peck Slip,40.7078766,-74.0014687,0.0029,5,1724
7.0,Amsterdam Avenue & West 70th Street,40.7772952,-73.9825944,0.0029,60,20698
7.0,Riverside Drive,40.800334,-73.97146,0.0029,5,1726
7.0,9th Avenue & West 40th Street,40.7571488,-73.9935842,0.0029,203,70101
7.0,Convent Avenue & West 128th Street,40.813495,-73.95311,0.0029,14,4837
7.0,Allen Street & Broome Street,40.718269,-73.990716,0.0029,27,9359
7.0,Adam Clayton Powell Jr. Boulevard & West 148th Street,40.8236068,-73.9377722,0.0029,10,3472
7.0,Liberty Street & West Street,40.7110326,-74.0144344,0.0029,152,52823
7.0,Broome Street & Cleveland Place,40.720836,-73.997655,0.0029,77,26855
7.0,East 130th Street & Park Avenue,40.8082894,-73.9368805,0.0029,3,1047
7.0,Broadway & West 105th Street,40.800463,-73.967898,0.0029,31,10826
7.0,Malcolm X Boulevard & West 121st Street,40.8051841,-73.9472816,0.0029,16,5598
7.0,Broadway,40.7125287,-74.0076723,0.0029,83,29108
7.0,Broadway & West 92nd Street,40.7920664,-73.9735738,0.0029,49,17188
7.0,East 123rd Street & Park Avenue,40.8036999,-73.939855,0.0028,24,8438
7.0,East 51st Street,40.753935,-73.964347,0.0028,8,2814
7.0,Malcolm X Boulevard & West 142nd Street,40.8185487,-73.9377215,0.0028,7,2469
7.0,Grand Street,40.7142645,-73.980923,0.0028,20,7060
7.0,Grand Street & Ludlow Street,40.7169719,-73.9899505,0.0028,37,13162
7.0,East 135th Street & Madison Avenue,40.8120722,-73.9359986,0.0028,5,1782
7.0,Adam Clayton Powell Jr. Boulevard,40.8029621,-73.9526176,0.0028,1,357
7.0,Morningside Avenue,40.808802,-73.955884,0.0028,10,3572
7.0,Maiden Lane & Pearl Street,40.706724,-74.006781,0.0028,54,19310
7.0,Riverside Boulevard,40.7789023,-73.9883332,0.0028,17,6082
7.0,Broadway & West 113th Street,40.8060401,-73.9652167,0.0028,42,15093
7.0,East 111th Street & Park Avenue,40.7960687,-73.9454246,0.0028,33,11868
7.0,Riverside Boulevard & West 62nd Street,40.7745165,-73.9914226,0.0028,7,2523
7.0,Broome Street & Greene Street,40.722556,-74.001403,0.0028,60,21669
7.0,East 117th Street & Madison Avenue,40.800662,-73.9443548,0.0028,32,11577
7.0,Dover Street & Front Street,40.708348,-74.000486,0.0028,11,3989
7.0,Chatham Square & East Broadway,40.7136728,-73.997981,0.0027,69,25144
7.0,Broadway & West 100th Street,40.7971827,-73.9698323,0.0027,51,18600
7.0,3rd Avenue & East 104th Street,40.7902593,-73.9456333,0.0027,48,17606
7.0,Gold Street & Platt Street,40.707855,-74.0068357,0.0027,20,7345
7.0,Columbus Avenue & West 79th Street,40.7819523,-73.975483,0.0027,101,37153
7.0,Forsyth Street & Grand Street,40.717922,-73.993095,0.0027,47,17375
7.0,Columbus Circle,40.7680307,-73.9814067,0.0027,181,66931
7.0,Edgecombe Avenue,40.832685,-73.939676,0.0027,11,4073
7.0,Cleveland Place & Kenmare Street,40.721449,-73.997399,0.0027,135,50004
7.0,10th Avenue & West 34th Street,40.7545834,-73.9991497,0.0027,271,100475
7.0,East 97th Street & Lexington Avenue,40.7865321,-73.9504398,0.0027,45,16705
7.0,East 59th Street & Park Avenue,40.7629704,-73.9699023,0.0027,188,69863
7.0,5th Avenue & East 59th Street,40.764279,-73.973015,0.0027,255,95032
7.0,Convent Avenue & West 144th Street,40.8239713,-73.9467212,0.0027,14,5224
7.0,Saint Nicholas Avenue & West 136th Street,40.817855,-73.947666,0.0027,4,1494
7.0,Broadway & West 70th Street,40.777047,-73.9820011,0.0027,59,22071
7.0,Eldridge Street & Hester Street,40.7164566,-73.9928342,0.0027,29,10849
7.0,John Street & Nassau Street,40.70953,-74.008418,0.0027,36,13496
