Bucketed Score,Intersection,Lat,Long,Raw Score,# Accidents,Traffic
9.0,Marginal Street & West 125th Street,40.818704,-73.961038,0.0022,12,5511
9.0,Adam Clayton Powell Jr. Boulevard & West 145th Street,40.821668,-73.9391533,0.0022,7,3227
9.0,Malcolm X Boulevard & West 144th Street,40.819815,-73.9367913,0.0022,2,922
9.0,Grand Street & Pitt Street,40.7152208,-73.9842477,0.0022,18,8313
9.0,Amsterdam Avenue & West 164th Street,40.8372351,-73.9388597,0.0022,3,1387
9.0,5th Avenue & East 108th Street,40.795588,-73.950158,0.0022,14,6495
9.0,Canal Street & Mott Street,40.7168256,-73.9977531,0.0021,71,33041
9.0,Henry Street & Oliver Street,40.7127307,-73.9979934,0.0021,6,2796
9.0,Malcolm X Boulevard & West 139th Street,40.8167012,-73.9390651,0.0021,4,1864
8.0,State Street,40.7031516,-74.0144384,0.0021,12,5669
8.0,Amsterdam Avenue & West 123rd Street,40.8112598,-73.957798,0.0021,22,10414
8.0,Adam Clayton Powell Jr. Boulevard,40.8235385,-73.9376019,0.0021,8,3792
8.0,Liberty Street & Nassau Street,40.708614,-74.009371,0.0021,7,3333
8.0,Riverside Drive & West 144th Street,40.826424,-73.952533,0.0021,9,4316
8.0,Trinity Place,40.7069636,-74.0135064,0.0021,5,2410
8.0,Canal Street & Eldridge Street,40.715355,-73.9934,0.0021,14,6762
8.0,Saint Nicholas Avenue & West 178th Street,40.847358,-73.935172,0.0021,9,4369
8.0,Saint Nicholas Place,40.828447,-73.94154,0.0021,2,975
8.0,Norfolk Street,40.717409,-73.987879,0.002,3,1467
8.0,5th Avenue & East 98th Street,40.789205,-73.954817,0.002,35,17152
8.0,Wadsworth Avenue & West 184th Street,40.851615,-73.933667,0.002,2,981
8.0,Convent Avenue & West 150th Street,40.8278206,-73.9439151,0.002,2,987
8.0,10th Avenue & West 30th Street,40.7520763,-74.0009843,0.002,67,33086
8.0,Convent Avenue & West 149th Street,40.8271923,-73.944366,0.002,1,494
8.0,Manhattan Avenue & West 121st Street,40.8082079,-73.9544622,0.002,4,1979
8.0,Adam Clayton Powell Jr. Boulevard & West 133rd Street,40.8140578,-73.9447402,0.002,2,991
8.0,Adam Clayton Powell Jr. Boulevard & West 151st Street,40.8253955,-73.9362289,0.002,7,3477
8.0,Adam Clayton Powell Jr. Boulevard & West 147th Street,40.8229651,-73.938212,0.002,1,497
8.0,Convent Avenue,40.822737,-73.947622,0.002,4,1993
8.0,Broadway & West 189th Street,40.855335,-73.933312,0.002,3,1496
8.0,5th Avenue & East 120th Street,40.803228,-73.944597,0.002,4,1997
8.0,East 127th Street & Madison Avenue,40.807033,-73.9396973,0.002,10,4993
8.0,5th Avenue & West 117th Street,40.801342,-73.945968,0.002,7,3506
8.0,N/A,40.8021434,-73.9337698,0.002,1,502
8.0,Fort Washington Avenue & West 168th Street,40.842154,-73.942279,0.002,18,9044
8.0,Saint Nicholas Avenue & West 138th Street,40.819209,-73.947036,0.002,3,1508
8.0,Edgecombe Avenue & West 139th Street,40.819628,-73.946065,0.002,5,2526
8.0,Convent Avenue & West 145th Street,40.8246448,-73.9462259,0.002,12,6063
8.0,Adam Clayton Powell Jr. Boulevard & West 146th Street,40.8223425,-73.9386611,0.002,2,1022
8.0,Riverside Drive & West 74th Street,40.7817867,-73.9850803,0.002,5,2559
8.0,2nd Avenue & East 57th Street,40.75931,-73.9652916,0.0019,88,45248
8.0,Mount Morris Park West & West 121st Street,40.8045514,-73.9457366,0.0019,2,1029
8.0,Canal Street & Lafayette Street,40.71843,-74.000532,0.0019,64,32956
8.0,East 10th Street,40.725326,-73.976212,0.0019,3,1545
8.0,East 99th Street & Lexington Avenue,40.787792,-73.9495277,0.0019,10,5155
8.0,Canal Street,40.720557,-74.0034834,0.0019,26,13412
8.0,Convent Avenue & West 146th Street,40.8253218,-73.9457312,0.0019,2,1033
8.0,Esplanade Gardens Plaza & West 147th Street,40.8217395,-73.9352815,0.0019,2,1035
8.0,Wadsworth Avenue & West 183rd Street,40.851021,-73.934098,0.0019,2,1040
8.0,2nd Avenue,40.802095,-73.9340804,0.0019,11,5742
8.0,Broadway & Canal Street,40.7194058,-74.0018769,0.0019,89,46518
8.0,Front Street & Wall Street,40.7048017,-74.0069496,0.0019,6,3149
8.0,Cabrini Boulevard & West 181st Street,40.8513418,-73.9402247,0.0019,5,2625
8.0,Riverside Drive & West 148th Street,40.828925,-73.950395,0.0019,5,2640
8.0,MacDougal Street & West Houston Street,40.7279821,-74.0021941,0.0019,20,10560
8.0,Malcolm X Boulevard & West 134th Street,40.8134711,-73.9414254,0.0019,2,1056
8.0,Delancey Street & Eldridge Street,40.71943,-73.9913163,0.0019,24,12694
8.0,State Street,40.7045149,-74.0142415,0.0019,14,7434
8.0,Varick Street,40.7237608,-74.0061172,0.0019,34,18109
8.0,Broadway & West 137th Street,40.8214465,-73.9542759,0.0019,4,2138
8.0,Haven Avenue,40.846231,-73.94261,0.0019,4,2141
8.0,Division Street & Pike Street,40.7143726,-73.9928197,0.0019,14,7510
8.0,9th Avenue & West 202nd Street,40.860527,-73.919379,0.0019,4,2146
8.0,Adam Clayton Powell Jr. Boulevard & West 136th Street,40.8160085,-73.9432851,0.0019,1,537
8.0,Chisum Place & West 141st Street,40.817799,-73.935956,0.0019,4,2162
8.0,Sherman Avenue & Thayer Street,40.863238,-73.926923,0.0018,3,1641
8.0,Frederick Douglass Boulevard & West 148th Street,40.824757,-73.940515,0.0018,9,4940
8.0,East 98th Street & Lexington Avenue,40.7871716,-73.949982,0.0018,11,6041
8.0,Bleecker Street,40.7321786,-74.0035391,0.0018,13,7148
8.0,Saint Nicholas Avenue & West 145th Street,40.8240379,-73.9447664,0.0018,34,18795
8.0,Doyers Street & Pell Street,40.7148259,-73.9980382,0.0018,2,1107
8.0,Horatio Street & Hudson Street,40.7387641,-74.0055102,0.0018,12,6653
8.0,Division Street,40.7142419,-73.9948484,0.0018,5,2773
8.0,Malcolm X Boulevard & West 116th Street,40.8020161,-73.9496203,0.0018,29,16106
8.0,Saint Nicholas Avenue & West 147th Street,40.825332,-73.943813,0.0018,5,2789
8.0,Riverside Drive,40.797888,-73.973462,0.0018,7,3915
8.0,FDR Drive,40.7590213,-73.9583831,0.0018,3,1684
8.0,Adam Clayton Powell Jr. Boulevard & West 118th Street,40.8045666,-73.9516525,0.0018,6,3379
8.0,Clinton Street & Rivington Street,40.7190825,-73.9850756,0.0018,9,5101
8.0,Mount Morris Park West,40.8051788,-73.9452725,0.0018,2,1134
8.0,Rivington Street,40.7188259,-73.9842294,0.0018,4,2282
8.0,Morningside Avenue & West 123rd Street,40.810064,-73.954966,0.0018,11,6277
8.0,East 118th Street & Lexington Avenue,40.7999294,-73.9406665,0.0018,16,9136
8.0,Adam Clayton Powell Jr. Boulevard & West 122nd Street,40.8070115,-73.949671,0.0017,6,3433
8.0,East 129th Street & Park Avenue,40.8076662,-73.9373376,0.0017,2,1146
8.0,Battery Place,40.7048317,-74.0169087,0.0017,40,22932
8.0,Malcolm X Boulevard & West 137th Street,40.8154373,-73.9399886,0.0017,2,1147
8.0,5th Avenue & East 116th Street,40.800665,-73.946462,0.0017,19,10906
8.0,Canal Street,40.7208687,-74.0039184,0.0017,24,13794
8.0,Dyer Avenue / West 30th Street,40.7542819,-73.9983187,0.0017,7,4033
8.0,Canal Street,40.719916,-74.0025889,0.0017,19,10991
8.0,Amsterdam Avenue & West 133rd Street,40.8175891,-73.9531759,0.0017,11,6369
8.0,East 101st Street & Lexington Avenue,40.7890556,-73.9486045,0.0017,9,5227
8.0,Broome Street & Orchard Street,40.7181237,-73.9902319,0.0017,7,4067
8.0,Broadway & West 60th Street,40.7688908,-73.9819934,0.0017,35,20351
8.0,Delancey Street & Suffolk Street,40.7179347,-73.986636,0.0017,19,11061
8.0,Bowery & Prince Street,40.7223416,-73.9932043,0.0017,20,11691
8.0,Front Street & Gouverneur Lane,40.704285,-74.007671,0.0017,4,2346
8.0,2nd Avenue & East 103rd Street,40.788686,-73.943859,0.0017,12,7090
8.0,Convent Avenue & West 131st Street,40.815846,-73.952868,0.0017,3,1783
8.0,Elizabeth Street & Hester Street,40.717596,-73.996327,0.0017,19,11331
8.0,Adam Clayton Powell Jr. Boulevard & West 120th Street,40.8058157,-73.9507333,0.0017,9,5378
8.0,Centre Street & Chambers Street,40.713135,-74.004059,0.0017,35,20995
8.0,Saint Nicholas Avenue & West 121st Street,40.80755,-73.952904,0.0017,2,1201
8.0,Morningside Avenue,40.806291,-73.957722,0.0016,5,3037
8.0,2nd Avenue & East 99th Street,40.7861572,-73.9457078,0.0016,21,12818
8.0,3rd Avenue & East 39th Street,40.7488523,-73.9757971,0.0016,49,29917
8.0,North Moore Street & West Broadway,40.7196963,-74.0059515,0.0016,1,613
8.0,Broadway & West 204th Street,40.867016,-73.92311,0.0016,25,15338
8.0,5th Avenue,40.791085,-73.953438,0.0016,24,14740
8.0,Frederick Douglass Boulevard & West 132nd Street,40.81458,-73.947947,0.0016,7,4324
8.0,Manhattan Avenue & West 123rd Street,40.8094627,-73.953542,0.0016,5,3099
8.0,6th Avenue & Sullivan Street,40.723625,-74.004786,0.0016,32,20027
8.0,Edgecombe Avenue,40.834889,-73.937751,0.0016,2,1255
8.0,Morningside Avenue & West 126th Street,40.812051,-73.953544,0.0016,10,6292
8.0,3rd Avenue & East 117th Street,40.7986248,-73.9395221,0.0016,16,10073
8.0,Broadway,40.847711,-73.937975,0.0016,1,630
8.0,East 119th Street & Park Avenue,40.8011826,-73.9416923,0.0016,16,10128
8.0,Canal Street & Greenwich Street,40.7246766,-74.0093172,0.0016,21,13314
8.0,Frederick Douglass Boulevard,40.813938,-73.948419,0.0016,9,5725
8.0,Riverside Drive,40.7810789,-73.9853738,0.0016,4,2561
8.0,Delancey Street & Ludlow Street,40.7188714,-73.9889819,0.0016,32,20583
8.0,9th Avenue & West 36th Street,40.7546674,-73.9953434,0.0016,41,26383
8.0,Canal Street & Greene Street,40.7203895,-74.0032496,0.0016,28,18057
8.0,Saint Nicholas Avenue & West 119th Street,40.80587,-73.952807,0.0015,3,1938
8.0,Broadway & West 148th Street,40.8284141,-73.949184,0.0015,2,1300
8.0,Frederick Douglass Boulevard & West 121st Street,40.80761,-73.95304,0.0015,9,5855
8.0,East Houston Street,40.7220324,-73.9854682,0.0015,6,3911
8.0,Baxter Street & Bayard Street,40.7162,-74.000138,0.0015,4,2611
8.0,Manhattan Avenue & West 118th Street,40.806325,-73.9558429,0.0015,4,2621
8.0,Battery Place,40.7048371,-74.0156504,0.0015,7,4599
8.0,Market Street & Monroe Street,40.711593,-73.994263,0.0015,7,4601
8.0,Madison Avenue,40.80445,-73.941651,0.0015,10,6598
8.0,3rd Avenue & East 121st Street,40.8011376,-73.9376885,0.0015,9,5951
8.0,Dominick Street & Varick Street,40.7250373,-74.0059652,0.0015,9,5955
8.0,Vandam Street & Varick Street,40.726435,-74.005658,0.0015,20,13236
8.0,Frederick Douglass Boulevard & West 122nd Street,40.808238,-73.952585,0.0015,4,2649
8.0,Greenwich Street,40.7101452,-74.0126714,0.0015,2,1328
8.0,Frederick Douglass Boulevard & West 134th Street,40.81583,-73.947034,0.0015,12,7980
8.0,Malcolm X Boulevard,40.8006933,-73.9505845,0.0015,3,1997
8.0,Canal Street & Varick Street,40.7225635,-74.0063044,0.0015,54,36103
8.0,2nd Avenue & East 97th Street,40.7849375,-73.946598,0.0015,30,20061
8.0,Lenox Terrace Place & West 134th Street,40.812787,-73.93981,0.0015,1,671
8.0,King Street & Varick Street,40.727879,-74.005427,0.0015,24,16143
8.0,Amsterdam Avenue & West 118th Street,40.8081151,-73.9600943,0.0015,7,4722
8.0,Edgecombe Avenue & West 145th Street,40.823648,-73.9438506,0.0015,23,15517
8.0,Riverside Drive & West 145th Street,40.8270794,-73.9519791,0.0015,6,4061
8.0,Rutherford Place,40.734012,-73.984773,0.0015,3,2031
8.0,Allen Street,40.721677,-73.98923,0.0015,7,4740
8.0,Frederick Douglass Boulevard & West 140th Street,40.819673,-73.944231,0.0015,7,4748
8.0,East 122nd Street & Lexington Avenue,40.8024455,-73.9388286,0.0015,9,6130
8.0,Central Park West & West 106th Street,40.7980472,-73.96004,0.0015,10,6865
8.0,Adam Clayton Powell Jr. Boulevard & West 124th Street,40.8083265,-73.9488961,0.0015,10,6896
8.0,Esplanade Gardens Plaza,40.8211205,-73.9357508,0.0014,2,1384
8.0,2nd Avenue & East 38th Street,40.747296,-73.974044,0.0014,53,36842
8.0,Fulton Street & William Street,40.709557,-74.006435,0.0014,13,9038
8.0,Indian Road & West 218th Street,40.873022,-73.918459,0.0014,1,698
8.0,Rivington Street & Suffolk Street,40.7193368,-73.9859139,0.0014,9,6286
8.0,East 104th Street & Lexington Avenue,40.7909323,-73.9472339,0.0014,14,9799
8.0,West 96th Street & West End Ave.,40.7952534,-73.9732066,0.0014,36,25208
8.0,East 124th Street & Madison Avenue,40.805063,-73.941167,0.0014,13,9122
8.0,Henry Street & Rutgers Street,40.7133734,-73.9901237,0.0014,9,6322
8.0,East 123rd Street & Park Avenue,40.8036999,-73.939855,0.0014,12,8438
8.0,Academy Street & Broadway,40.866336,-73.925005,0.0014,22,15475
8.0,West 120th Street,40.8038762,-73.9461314,0.0014,3,2114
8.0,Catherine Street & Henry Street,40.7128049,-73.9971157,0.0014,11,7793
8.0,2nd Avenue & East 61st Street,40.7618673,-73.9634382,0.0014,68,48300
8.0,East Broadway & Pike Street,40.7138471,-73.9927507,0.0014,22,15661
8.0,Bridge Street & State Street,40.7036143,-74.0144036,0.0014,11,7862
8.0,Forsyth Street,40.7210321,-73.9915038,0.0014,2,1435
8.0,Beekman Street,40.710397,-74.005599,0.0014,11,7978
8.0,Amsterdam Avenue & West 121st Street,40.8100035,-73.9587153,0.0014,7,5096
8.0,East 107th Street & Lexington Avenue,40.7929177,-73.9457864,0.0014,4,2913
8.0,3rd Avenue & East 122nd Street,40.8017686,-73.9372283,0.0014,12,8766
8.0,Beaver Street & Hanover Street,40.705313,-74.009016,0.0014,6,4389
8.0,Malcolm X Boulevard & West 117th Street,40.8026735,-73.949123,0.0014,8,5867
8.0,5th Avenue & West 119th Street,40.802599,-73.945052,0.0014,5,3679
8.0,Bradhurst Avenue & West 150th Street,40.826414,-73.940595,0.0014,2,1473
8.0,Bradhurst Avenue & West 145th Street,40.8232579,-73.9429237,0.0014,17,12524
8.0,Beach Street & Varick Street,40.7204501,-74.006671,0.0014,37,27284
8.0,Saint Nicholas Place & West 150th Street,40.8272063,-73.9424535,0.0014,4,2950
8.0,Madison Street & Pike Street,40.7124675,-73.9922712,0.0014,7,5168
8.0,Haven Avenue & West 176th Street,40.847666,-73.942184,0.0013,3,2228
8.0,Saint Nicholas Avenue & West 136th Street,40.817855,-73.947666,0.0013,2,1494
8.0,East 108th Street & Lexington Avenue,40.7935499,-73.9453255,0.0013,5,3738
8.0,East 109th Street & Lexington Avenue,40.79418,-73.9448653,0.0013,14,10506
8.0,Thomas Street,40.716301,-74.006166,0.0013,2,1501
8.0,Madison Avenue,40.8120125,-73.9360843,0.0013,2,1506
8.0,Malcolm X Boulevard & West 122nd Street,40.8058089,-73.946821,0.0013,7,5276
8.0,Little West 12th Street & West Street,40.7407313,-74.00896,0.0013,6,4530
8.0,Battery Place & Greenwich Street,40.7047334,-74.0150062,0.0013,6,4540
8.0,1st Avenue,40.7527011,-73.9672089,0.0013,10,7579
8.0,10th Avenue,40.7414621,-74.0087232,0.0013,4,3035
8.0,Hudson Street & Laight Street,40.7219848,-74.0082309,0.0013,18,13658
8.0,Canal Street & Mulberry Street,40.7171185,-73.9985861,0.0013,61,46559
8.0,William Street,40.70734,-74.008645,0.0013,9,6871
8.0,9th Avenue & West 37th Street,40.7552856,-73.9949245,0.0013,52,39920
8.0,Seaman Avenue & West 204th Street,40.868473,-73.924038,0.0013,1,770
8.0,Broadway & West 162nd Street,40.8372479,-73.9427349,0.0013,1,771
8.0,Columbus Avenue & West 109th Street,40.8011683,-73.9614382,0.0013,13,10161
8.0,Broome Street & Forsyth Street,40.718851,-73.992621,0.0013,3,2350
8.0,Eldridge Street & Stanton Street,40.7219214,-73.9900423,0.0013,6,4703
8.0,Adam Clayton Powell Jr. Boulevard & West 128th Street,40.8108489,-73.9468555,0.0013,3,2354
8.0,Convent Avenue & Morningside Avenue,40.812692,-73.953129,0.0013,8,6283
8.0,Dyer Avenue & West 41st Street,40.7583702,-73.9943941,0.0013,27,21219
8.0,5th Avenue & East 104th Street,40.792967,-73.952073,0.0013,6,4719
8.0,Bradhurst Avenue,40.825793,-73.941049,0.0013,2,1586
8.0,Cliff Street & John Street,40.707905,-74.006021,0.0013,5,3987
8.0,East 57th Street & Queensboro Bridge Approach,40.7589757,-73.964501,0.0013,24,19179
8.0,Malcolm X Boulevard & West 121st Street,40.8051841,-73.9472816,0.0013,7,5598
8.0,Greenwich Street & Watts Street,40.7241027,-74.0094239,0.0012,3,2400
8.0,Pitt Street & Rivington Street,40.7183028,-73.9825031,0.0012,8,6420
8.0,Riverside Drive & West 157th Street,40.8349476,-73.9469169,0.0012,2,1606
8.0,Fort Washington Avenue & West 180th Street,40.8499781,-73.9386594,0.0012,7,5652
8.0,10th Avenue & West 36th Street,40.7558731,-73.9982091,0.0012,37,29983
8.0,12th Avenue & West 58th Street,40.7721604,-73.9936601,0.0012,8,6485
8.0,Beekman Street & South Street,40.7066963,-74.0023124,0.0012,5,4055
8.0,Malcolm X Boulevard & West 118th Street,40.8033044,-73.9486636,0.0012,15,12206
8.0,Adam Clayton Powell Jr. Boulevard & West 141st Street,40.8190585,-73.9408393,0.0012,1,815
8.0,2nd Avenue & East 63rd Street,40.763113,-73.962515,0.0012,73,59529
8.0,2nd Avenue & East 100th Street,40.786809,-73.94523,0.0012,12,9801
8.0,Fort Washington Avenue & West 160th Street,40.8363811,-73.9445746,0.0012,6,4917
8.0,3rd Avenue & East 120th Street,40.8005203,-73.9381365,0.0012,8,6575
8.0,Baxter Street & Hester Street,40.718445,-73.998753,0.0012,4,3304
8.0,Amsterdam Avenue,40.8087475,-73.9596325,0.0012,5,4131
8.0,11th Avenue,40.7482137,-74.0074126,0.0012,6,4978
8.0,East 116th Street & Madison Avenue,40.7999823,-73.9448507,0.0012,22,18282
8.0,Saint Nicholas Avenue & West 118th Street,40.805028,-73.95276,0.0012,5,4162
8.0,Canal Street & Centre Street,40.718017,-73.999956,0.0012,39,32520
8.0,Saint Nicholas Avenue,40.819895,-73.946718,0.0012,2,1669
8.0,Cherry Street & Clinton Street,40.7115351,-73.9867531,0.0012,3,2507
8.0,West 63rd Street,40.773594,-73.9874131,0.0012,1,837
8.0,Lenox Terrace Place & West 135th Street,40.813458,-73.939325,0.0012,3,2515
8.0,FDR Drive,40.7845766,-73.9419969,0.0012,10,8518
8.0,Broome Street & Eldridge Street,40.7185836,-73.9917491,0.0012,5,4275
8.0,Pleasant Avenue,40.793768,-73.934108,0.0012,9,7724
8.0,Bradhurst Avenue & West 148th Street,40.825171,-73.941503,0.0012,2,1717
8.0,Bowery & Grand Street,40.7184578,-73.9948124,0.0012,21,18098
8.0,Dyer Avenue (North),40.7570939,-73.9952445,0.0012,1,863
8.0,Central Park North,40.7994807,-73.9553885,0.0012,12,10367
8.0,Broadway & West 74th Street,40.7802409,-73.9814437,0.0012,16,13842
8.0,Adam Clayton Powell Jr. Boulevard & West 148th Street,40.8236068,-73.9377722,0.0012,4,3472
8.0,Amsterdam Avenue & West 113th Street,40.8048852,-73.9624527,0.0011,12,10437
8.0,Riverside Drive,40.82582,-73.953014,0.0011,6,5233
8.0,Bowery & Pell Street,40.7146482,-73.9971597,0.0011,5,4373
8.0,Bridge Street & Whitehall Street,40.703588,-74.013114,0.0011,5,4389
8.0,Ann Street & Nassau Street,40.7105761,-74.0073842,0.0011,11,9656
8.0,Baxter Street & Canal Street,40.71755,-73.999313,0.0011,24,21080
8.0,Saint Nicholas Avenue & West 114th Street,40.80153,-73.952556,0.0011,2,1758
8.0,Broadway & Dyckman Street,40.8655306,-73.9272714,0.0011,31,27277
8.0,3rd Avenue & East 37th Street,40.7476147,-73.9766965,0.0011,77,67826
8.0,3rd Avenue & East 119th Street,40.7998809,-73.9386046,0.0011,9,7953
8.0,Henry Street & Montgomery Street,40.7137999,-73.9850482,0.0011,6,5314
8.0,Catherine Street & Monroe Street,40.711364,-73.996782,0.0011,6,5323
8.0,Broadway & West 109th Street,40.8035338,-73.9670551,0.0011,11,9797
8.0,Henry Street & Pike Street,40.7131973,-73.9923728,0.0011,7,6235
8.0,East Broadway & Grand Street,40.7148556,-73.9829891,0.0011,1,892
8.0,Broadway & Tiemann Place,40.8151825,-73.9588379,0.0011,5,4469
8.0,Platt Street & William Street,40.7083571,-74.0076525,0.0011,3,2687
8.0,5th Avenue & Harlem River Drive,40.817189,-73.934463,0.0011,4,3589
8.0,Barrow Street,40.7324104,-74.003395,0.0011,8,7185
8.0,Amsterdam Avenue & West 70th Street,40.7772952,-73.9825944,0.0011,23,20698
8.0,John Street,40.7090899,-74.0078053,0.0011,2,1801
8.0,Malcolm X Boulevard & West 115th Street,40.8013149,-73.9501314,0.0011,12,10824
8.0,Malcolm X Boulevard & West 111th Street,40.7988119,-73.9519558,0.0011,9,8176
8.0,Ann Street & William Street,40.7099178,-74.006076,0.0011,8,7281
8.0,Saint Nicholas Avenue & Saint Nicholas Place,40.825956,-73.943357,0.0011,3,2745
8.0,Washington Street & Watts Street,40.7241745,-74.0102257,0.0011,1,920
8.0,Cedar Street & Pearl Street,40.706375,-74.00713,0.0011,3,2763
8.0,Morningside Avenue,40.807546,-73.956806,0.0011,3,2768
8.0,Spruce Street,40.7116883,-74.0058474,0.0011,7,6464
8.0,Gramercy Park North,40.7382196,-73.9856769,0.0011,17,15800
8.0,Riverside Drive & Tiemann Place,40.815882,-73.960561,0.0011,5,4657
8.0,Elizabeth Street & Grand Street,40.718771,-73.9956863,0.0011,20,18732
8.0,3rd Avenue & East 40th Street,40.7494677,-73.97535,0.0011,28,26316
8.0,Broadway & West 61st Street,40.7696743,-73.9819968,0.0011,13,12254
8.0,Park Place & West Broadway,40.7138543,-74.0105666,0.0011,11,10427
8.0,Riverside Drive & West 98th Street,40.797149,-73.973651,0.0011,6,5703
8.0,Bradhurst Avenue,40.824555,-73.941956,0.0011,2,1902
8.0,Haven Avenue & West 172nd Street,40.845333,-73.942339,0.001,2,1905
8.0,Beach Street & Ericsson Place,40.7206456,-74.008466,0.001,10,9554
8.0,East 97th Street & Park Avenue,40.7872697,-73.9521814,0.001,20,19122
8.0,Norfolk Street & Rivington Street,40.7195914,-73.9867535,0.001,9,8605
8.0,Catherine Street & Madison Street,40.7120926,-73.9969405,0.001,11,10525
8.0,Dyckman Street & Seaman Avenue,40.8662,-73.928057,0.001,14,13433
8.0,Canal Street & Division Street,40.7146683,-73.9911307,0.001,5,4799
8.0,Varick Street & West Houston Street,40.728601,-74.0053147,0.001,44,42301
8.0,3rd Avenue & East 106th Street,40.791572,-73.944675,0.001,18,17308
8.0,West 10th Street,40.733204,-74.0098,0.001,1,964
8.0,12th Avenue & Riverside Drive,40.81751,-73.960687,0.001,4,3860
8.0,Convent Avenue & West 128th Street,40.813495,-73.95311,0.001,5,4837
8.0,Broadway & Isham Street,40.868114,-73.919754,0.001,15,14533
8.0,3rd Avenue & East 34th Street,40.7457162,-73.9780908,0.001,65,62978
8.0,Morningside Avenue & West 118th Street,40.806916,-73.957266,0.001,3,2918
8.0,Mulberry Street & Prince Street,40.7233679,-73.9957075,0.001,11,10701
8.0,Broadway & West 218th Street,40.8712112,-73.914136,0.001,10,9748
8.0,Central Park North,40.7982705,-73.9525304,0.001,9,8790
8.0,Manhattan Avenue & West 116th Street,40.8050221,-73.9567983,0.001,10,9790
8.0,Broome Street & Ludlow Street,40.7178944,-73.9894779,0.001,5,4906
8.0,Grand Street & Thompson Street,40.7227417,-74.0044354,0.001,6,5890
8.0,9th Avenue & West 35 Street,40.7540684,-73.995845,0.001,31,30449
8.0,9th Avenue & West 220th Street,40.8716544,-73.9112343,0.001,4,3955
8.0,East 124th Street & Park Avenue,40.8043271,-73.9393972,0.001,9,8931
8.0,Fort Washington Avenue & West 185th Street,40.85338,-73.937435,0.001,4,3971
8.0,Dover Street & Front Street,40.708348,-74.000486,0.001,4,3989
8.0,Convent Avenue & West 133rd Street,40.817221,-73.952273,0.001,6,5998
8.0,Malcolm X Boulevard & West 120th Street,40.8045555,-73.947737,0.001,7,7028
8.0,Saint Nicholas Avenue & West 158th Street,40.833098,-73.940653,0.001,4,4052
8.0,Avenue C & East Houston Street,40.720654,-73.9813158,0.001,23,23314
8.0,7th Avenue South & Leroy Street,40.730321,-74.004688,0.001,11,11228
8.0,Broadway & Old Broadway,40.8175185,-73.9568845,0.001,15,15339
8.0,Chrystie Street & Rivington Street,40.721248,-73.992237,0.001,25,25825
8.0,Broadway & West 102nd Street,40.7984325,-73.9689288,0.001,9,9318
8.0,East 58th Street & Queensboro Bridge Approach,40.7596362,-73.9639971,0.001,5,5186
8.0,Broadway,40.8181551,-73.9564305,0.001,9,9339
8.0,Harlem River Drive,40.8085916,-73.9347021,0.001,5,5195
8.0,2nd Avenue & East 125th Street,40.8027762,-73.9335781,0.001,89,92572
8.0,9th Avenue & West 42nd Street,40.7584291,-73.9926299,0.001,95,98957
8.0,Broadway & West 96th Street,40.7946106,-73.971682,0.001,30,31305
8.0,East Broadway & Eldridge Street,40.7137475,-73.9939452,0.001,15,15653
8.0,Frederick Douglass Boulevard & West 115th Street,40.803744,-73.955861,0.001,22,22960
8.0,Madison Street & Rutgers Street,40.7126536,-73.9900158,0.001,3,3135
8.0,East 130th Street & Park Avenue,40.8082894,-73.9368805,0.001,1,1047
8.0,2nd Avenue & East 39th Street,40.7479204,-73.973591,0.001,35,36780
8.0,Greenwich Street,40.7169151,-74.0107841,0.001,4,4206
8.0,3rd Avenue & East 35th Street,40.7463822,-73.9776058,0.0009,34,35808
8.0,Frederick Douglass Boulevard & West 146th Street,40.823507,-73.941426,0.0009,6,6320
8.0,Bedford Street & Downing Street,40.729344,-74.003657,0.0009,9,9494
8.0,Fletcher Street & Front Street,40.7059869,-74.0052181,0.0009,1,1056
8.0,Henry Street,40.7130913,-73.9936203,0.0009,4,4227
8.0,South End Avenue & West Thames Street,40.708457,-74.017398,0.0009,8,8476
8.0,Frederick Douglass Boulevard & West 147th Street,40.824132,-73.940971,0.0009,5,5305
7.0,East 119th Street & Madison Avenue,40.801918,-73.9434367,0.0009,9,9566
7.0,Broadway & West 36th Street,40.7514433,-73.9876623,0.0009,12,12765
7.0,5th Avenue,40.8179052,-73.9342568,0.0009,2,2141
7.0,1st Avenue & East Houston Street,40.7229823,-73.9885488,0.0009,47,50316
7.0,Frederick Douglass Boulevard & West 128th Street,40.812103,-73.949757,0.0009,5,5363
7.0,Bialystoker Place & Delancey Street,40.7164489,-73.9825709,0.0009,8,8583
7.0,Broadway & West 143rd Street,40.8251183,-73.9513456,0.0009,4,4295
7.0,Fort Washington Avenue & West 179th Street,40.8493123,-73.9389502,0.0009,8,8607
7.0,Clinton Street & East Houston Street,40.7214199,-73.983869,0.0009,21,22622
7.0,East Broadway & Market Street,40.7136968,-73.9945593,0.0009,16,17445
7.0,Broadway & West 103rd Street,40.7990578,-73.9684641,0.0009,6,6543
7.0,East Broadway & Montgomery Street,40.714466,-73.9853397,0.0009,7,7642
7.0,Broadway & West 100th Street,40.7971827,-73.9698323,0.0009,17,18600
7.0,Pitt Street & Stanton Street,40.7194627,-73.9819201,0.0009,7,7664
7.0,Broadway & Chambers Street,40.7141733,-74.0063041,0.0009,24,26360
