Bucketed Score,Intersection,Lat,Long,Raw Score,# Accidents,Traffic
3.0,Riverside Drive,40.7824854,-73.9847854,0.0001,1,7520
3.0,5th Avenue & East 22nd Street,40.74088,-73.99007,0.0001,10,75231
3.0,Christopher Street & West Street,40.7324182,-74.0102359,0.0001,9,67788
3.0,1st Avenue & East 118th Street,40.7973103,-73.9344558,0.0001,15,113143
3.0,3rd Avenue & East 21st Street,40.7375427,-73.9840861,0.0001,21,158498
3.0,Hudson Street & West 10th Street,40.733743,-74.0062792,0.0001,7,52897
3.0,East 52nd Street & Lexington Avenue,40.7577482,-73.9714516,0.0001,24,181725
3.0,Barrow Street & Hudson Street,40.73167,-74.0066039,0.0001,4,30292
3.0,East 73rd Street & Park Avenue,40.7718227,-73.9634226,0.0001,4,30299
3.0,7th Avenue South & West 10th Street,40.7343413,-74.002395,0.0001,9,68200
3.0,Essex Street & Grand Street,40.7167141,-73.9891496,0.0001,4,30321
3.0,Riverside Boulevard & West 70th Street,40.7795514,-73.9880005,0.0001,4,30343
3.0,6th Avenue & West 43rd Street,40.755516,-73.983624,0.0001,30,227703
3.0,Charles Street & Greenwich Street,40.734296,-74.007162,0.0001,4,30392
3.0,Broadway & East 11th Street,40.732446,-73.991281,0.0001,11,83621
3.0,FDR Drive,40.7216193,-73.9747705,0.0001,7,53326
3.0,Henry Street & Montgomery Street,40.7137854,-73.9852151,0.0001,1,7644
3.0,5th Avenue & East 88th Street,40.7828333,-73.9594696,0.0001,4,30721
3.0,FDR Drive,40.7474423,-73.9688174,0.0001,5,38556
3.0,6th Avenue & Greenwich Avenue,40.7336634,-73.9995234,0.0001,18,138987
3.0,Central Park West & Central Park West 67th Approach,40.773031,-73.978281,0.0001,14,108234
3.0,1st Avenue & East 56th Street,40.7576322,-73.9634155,0.0001,23,178190
3.0,Manhattan Avenue & West 108th Street,40.7999544,-73.9605143,0.0001,3,23280
3.0,Clinton Street & South Street,40.7104935,-73.9865861,0.0001,4,31089
3.0,Manhattan Avenue,40.8018381,-73.959133,0.0001,8,62190
3.0,East 51st Street & Park Avenue,40.757861,-73.9736266,0.0001,23,178931
3.0,3rd Avenue & East 61st Street,40.7628112,-73.9656739,0.0001,24,187073
3.0,East 52nd Street & Madison Avenue,40.7591101,-73.9746829,0.0001,23,179465
3.0,Avenue C & East 10th Street,40.7258829,-73.9775364,0.0001,7,54625
3.0,7th Avenue & Central Park South,40.766876,-73.979076,0.0001,31,242092
3.0,East 20th Street & Park Avenue South,40.7383406,-73.9877674,0.0001,23,179653
3.0,3rd Avenue & East 84th Street,40.7775056,-73.9549422,0.0001,20,156230
3.0,6th Avenue & West 57th Street,40.764324,-73.977196,0.0001,79,617179
3.0,Columbus Avenue & West 90th Street,40.7890547,-73.9703031,0.0001,8,62512
3.0,West 66th Street & West End Avenue,40.7760287,-73.9872606,0.0001,15,117413
3.0,Clinton Street & Henry Street,40.7136336,-73.9870861,0.0001,2,15659
3.0,Broadway & West 27th Street,40.744533,-73.988869,0.0001,11,86232
3.0,Oliver Street & Saint James Place,40.7132537,-73.9982255,0.0001,11,86286
3.0,East 66th Street & Park Avenue,40.7673389,-73.9667158,0.0001,10,78599
3.0,6th Avenue & Waverly Place,40.732929,-74.000066,0.0001,16,125781
3.0,West 86th Street & West End Ave.,40.7888872,-73.9778627,0.0001,7,55092
3.0,West 77th Street & West End Ave.,40.7830301,-73.9821288,0.0001,6,47341
3.0,Greenwich Street & West 10th Street,40.733588,-74.007344,0.0001,5,39494
3.0,Hudson Street & West 11th Street,40.735846,-74.0059318,0.0001,3,23733
3.0,East 62nd Street & Madison Avenue,40.7654664,-73.9700424,0.0001,5,39572
3.0,11th Avenue & West 55th Street,40.7689943,-73.992362,0.0001,15,119163
3.0,East 29th Street & Lexington Avenue,40.7432609,-73.982012,0.0001,11,87392
3.0,5th Avenue & East 41st Street,40.752814,-73.981372,0.0001,10,79478
3.0,3rd Avenue & East 50th Street,40.7558176,-73.9707356,0.0001,16,127540
3.0,Broadway & West 55th Street,40.7647366,-73.9822148,0.0001,11,87873
3.0,1st Avenue,40.723942,-73.987968,0.0001,8,63908
3.0,7th Avenue & West 39th Street,40.75413,-73.988335,0.0001,16,128097
3.0,Greenwich Street & Spring Street,40.7260025,-74.0090917,0.0001,6,48051
3.0,5th Avenue,40.7872254,-73.9562677,0.0001,2,16024
3.0,East 76th Street & Madison Avenue,40.7743723,-73.9635486,0.0001,25,200969
3.0,7th Avenue & West 52nd Street,40.7623343,-73.9823574,0.0001,21,168987
3.0,Amsterdam Avenue & West 83rd Street,40.7857321,-73.9764355,0.0001,13,104650
3.0,3rd Avenue & East 90th Street,40.7813783,-73.9521157,0.0001,12,96709
3.0,9th Avenue & West 29th Street,40.7502569,-73.9986263,0.0001,14,112865
3.0,5th Avenue & West 29th Street,40.745301,-73.986846,0.0001,12,96755
3.0,Bowery & Great Jones Street,40.726419,-73.9918561,0.0001,23,185665
3.0,6th Avenue & Broadway,40.743568,-73.992318,0.0001,25,201863
3.0,10th Avenue & West 48th Street,40.7634284,-73.9927002,0.0001,28,226376
3.0,Broadway & West 58th Street,40.7671189,-73.9817098,0.0001,10,81343
3.0,East 71st Street & Park Avenue,40.7704703,-73.9644367,0.0001,6,48871
3.0,Greenwich Street & Harrison Street,40.7188019,-74.0103515,0.0001,4,32590
3.0,2nd Avenue & East 3rd Street,40.725582,-73.98987,0.0001,22,179248
3.0,86th Street Transverse Road & Central Park West,40.7853033,-73.9693488,0.0001,25,203840
3.0,Clinton Street & Madison Street,40.7129121,-73.9869543,0.0001,3,24464
3.0,2nd Place & 3rd Place,40.7064989,-74.0167436,0.0001,1,8159
3.0,3rd Avenue & East 65th Street,40.7653085,-73.9638433,0.0001,14,114248
3.0,1st Avenue,40.79347,-73.937257,0.0001,13,106121
3.0,Mercer Street & Washington Place,40.729406,-73.994547,0.0001,4,32655
3.0,East 31st Street & Park Avenue South,40.7451978,-73.9827781,0.0001,12,98028
3.0,Amsterdam Avenue & West 84th Street,40.7863627,-73.9759753,0.0001,8,65523
3.0,7th Avenue & West 12th Street,40.7372222,-74.0006278,0.0001,13,106644
3.0,Greenwich Street & Vestry Street,40.7227945,-74.009651,0.0001,3,24667
3.0,1st Avenue & East 67th Street,40.7646126,-73.9583242,0.0001,18,148069
3.0,Central Park West,40.7891097,-73.9665794,0.0001,9,74134
3.0,East 88th Street & Lexington Avenue,40.7807949,-73.9546347,0.0001,5,41207
3.0,Thompson Street & West 3rd Street,40.729685,-73.998605,0.0001,7,57870
3.0,Carlisle Street & Washington Street,40.7090879,-74.0140487,0.0001,1,8270
3.0,East 51st Street & Madison Avenue,40.7584861,-73.9751347,0.0001,20,165577
3.0,West Street,40.7338407,-74.0101001,0.0001,8,66290
3.0,East 93rd Street & Lexington Avenue,40.7839373,-73.9523418,0.0001,4,33297
3.0,Bleecker Street & Thompson Street,40.7284251,-73.9996723,0.0001,9,75050
3.0,East 39th Street & Lexington Avenue,40.7495393,-73.9774355,0.0001,29,241844
3.0,Riverside Boulevard,40.7750162,-73.9907676,0.0001,1,8344
3.0,8th Avenue & West 24th Street,40.7459513,-73.9980073,0.0001,18,151938
3.0,East 18th Street & Irving Place,40.7364657,-73.9869605,0.0001,9,76015
3.0,10th Avenue & West 47th Street,40.7628026,-73.9931565,0.0001,24,202722
3.0,3rd Avenue & East 18th Street,40.7357911,-73.985362,0.0001,21,177418
3.0,9th Avenue & Gansevoort Street,40.739405,-74.006449,0.0001,4,33794
3.0,Barrow Street & West Washington Place,40.7329627,-74.0017902,0.0001,1,8453
3.0,East 50th Street & Park Avenue,40.757137,-73.9738864,0.0001,21,177557
3.0,Greenwich Avenue & West 12th Street,40.7376586,-74.0017606,0.0001,6,50898
3.0,East 82nd Street & Park Avenue,40.7776358,-73.9591925,0.0001,7,59476
3.0,MacDougal Street & West 3rd Street,40.7304319,-74.000122,0.0001,7,59521
3.0,8th Avenue & West 50th Street,40.7622893,-73.9861046,0.0001,28,238110
3.0,5th Avenue & 86th Street Transverse Road,40.7808558,-73.9609186,0.0001,11,93558
3.0,Christopher Street & Gay Street,40.7339701,-74.0003713,0.0001,2,17036
3.0,Grove Street & Sheridan Square,40.733372,-74.002572,0.0001,2,17107
3.0,East 31st Street & Lexington Avenue,40.7444982,-73.9811089,0.0001,14,119801
3.0,5th Avenue & East 12th Street,40.734672,-73.994585,0.0001,11,94260
3.0,8th Avenue & West 19th Street,40.742839,-74.000275,0.0001,24,205731
3.0,8th Avenue & West 26th Street,40.7472035,-73.9970954,0.0001,21,180116
3.0,Baxter Street & Hogan Place,40.7143698,-74.0004541,0.0001,5,42940
3.0,5th Avenue & East 96th Street,40.7879101,-73.9557686,0.0001,11,94537
3.0,East 25th Street & Park Avenue South,40.7414813,-73.9854809,0.0001,14,120330
3.0,Central Park West,40.7967449,-73.9609936,0.0001,1,8607
3.0,1st Avenue & East 7th Street,40.726988,-73.985753,0.0001,14,120505
3.0,6th Avenue & West 45th Street,40.7567712,-73.9827118,0.0001,32,275689
3.0,1st Avenue & East 70th Street,40.766522,-73.9569348,0.0001,19,163755
3.0,West 58th Street,40.7639334,-73.974111,0.0001,4,34475
3.0,Mosco Street & Mulberry Street,40.7144649,-73.9995926,0.0001,3,25879
3.0,East 72nd Street & Lexington Avenue,40.7704245,-73.9622107,0.0001,11,94951
3.0,8th Avenue & West 53rd Street,40.7641596,-73.9847413,0.0001,17,146764
3.0,Frankfort Street,40.7108105,-74.0033934,0.0001,3,26006
3.0,Pearl Street & Pine Street,40.706051,-74.007452,0.0001,1,8671
3.0,9th Avenue & West 19th Street,40.7440556,-74.0031573,0.0001,13,112945
3.0,2nd Avenue & East 74th Street,40.770106,-73.9574143,0.0001,24,208589
3.0,3rd Avenue & East 87th Street,40.7794971,-73.9534887,0.0001,17,147975
2.0,East 67th Street & York Avenue,40.763667,-73.956083,0.0001,16,139378
2.0,East 28th Street & Park Avenue South,40.7433432,-73.9841259,0.0001,20,174406
2.0,1st Avenue & East 119th Street,40.7979349,-73.9339889,0.0001,11,96094
2.0,9th Avenue & West 53rd Street,40.7653667,-73.9875746,0.0001,15,131115
2.0,East 84th Street & Madison Avenue,40.779542,-73.959774,0.0001,18,157693
2.0,11th Avenue & West 29th Street,40.752641,-74.0042976,0.0001,10,87610
2.0,6th Avenue & West 18th Street,40.73986,-73.995018,0.0001,30,262918
2.0,6th Avenue & Bedford Street,40.7284512,-74.0027912,0.0001,3,26300
2.0,South Street,40.707892,-74.0001127,0.0001,1,8773
2.0,East 24th Street & Park Avenue South,40.7408689,-73.9859284,0.0001,12,105390
2.0,East 84th Street & York Avenue,40.7746141,-73.9480817,0.0001,9,79201
2.0,8th Avenue & West 25th Street,40.74658,-73.9975495,0.0001,20,176112
2.0,East 32nd Street & Lexington Avenue,40.7451331,-73.9806537,0.0001,12,105688
2.0,1st Avenue & East 105th Street,40.7889397,-73.9405592,0.0001,14,123387
2.0,East 37th Street & Lexington Avenue,40.7482941,-73.9783444,0.0001,31,273605
2.0,West 81st Street & West End Ave.,40.785659,-73.9802226,0.0001,6,53073
2.0,Broadway,40.708594,-74.011012,0.0001,1,8847
2.0,East 54th Street & Madison Avenue,40.7603636,-73.9737663,0.0001,15,132796
2.0,9th Avenue & West 45th Street,40.7603553,-73.9912267,0.0001,30,266256
2.0,10th Avenue & West 54th Street,40.7671828,-73.9899624,0.0001,15,133231
2.0,Union Square East,40.7353747,-73.9899797,0.0001,17,150998
2.0,1st Avenue & East 4th Street,40.725203,-73.987053,0.0001,16,142232
2.0,Stanton Street & Suffolk Street,40.7204887,-73.985319,0.0001,1,8897
2.0,East 53rd Street & Madison Avenue,40.7597393,-73.9742235,0.0001,18,160171
2.0,West 90th Street & West End Ave.,40.7914402,-73.9760046,0.0001,5,44522
2.0,10th Avenue & West 46th Street,40.762185,-73.9936069,0.0001,24,215404
2.0,5th Avenue & East 90th Street,40.7840947,-73.9585501,0.0001,3,26936
2.0,Mott Street,40.714995,-73.998866,0.0001,3,26998
2.0,3rd Avenue & East 12th Street,40.7319637,-73.9881498,0.0001,23,207226
2.0,Mosco Street & Mott Street,40.7145118,-73.9987971,0.0001,3,27183
2.0,2nd Avenue & East 19th Street,40.7354311,-73.9826949,0.0001,11,99732
2.0,3rd Avenue & East 52nd Street,40.7570666,-73.9698279,0.0001,22,200125
2.0,West 104th Street & West End Avenue,40.8003317,-73.9695099,0.0001,4,36493
2.0,East 79th Street & Lexington Avenue,40.7749718,-73.9588917,0.0001,20,182525
2.0,5th Avenue & East 30th Street,40.745921,-73.986393,0.0001,15,137039
2.0,7th Avenue & West 55th Street,40.764219,-73.9809839,0.0001,16,146183
2.0,2nd Avenue & East 52nd Street,40.7561287,-73.9676094,0.0001,18,164699
2.0,Avenue B & East 2nd Street,40.722019,-73.983444,0.0001,10,91585
2.0,12th Avenue & West 30th Street,40.7544286,-74.0066497,0.0001,26,238644
2.0,1st Avenue & East 76th Street,40.7704,-73.954104,0.0001,23,211618
2.0,East 83rd Street & York Avenue,40.7739762,-73.9485506,0.0001,9,83252
2.0,East 81st Street & York Avenue,40.7726941,-73.9494862,0.0001,7,64864
2.0,1st Avenue & East 71st Street,40.7671158,-73.9564983,0.0001,18,166951
2.0,Riverside Boulevard & West 64th Street,40.7755821,-73.9901567,0.0001,1,9276
2.0,3rd Avenue & East 13th Street,40.7326041,-73.9876833,0.0001,19,176647
2.0,Amsterdam Avenue & West 85th Street,40.7870013,-73.9755091,0.0001,6,55938
2.0,Broadway,40.72958,-73.993262,0.0001,9,84148
2.0,Greenwich Street & West 11th Street,40.735723,-74.006799,0.0001,4,37547
2.0,North Moore Street & Varick Street,40.719782,-74.0068,0.0001,2,18775
2.0,1st Avenue,40.790905,-73.939132,0.0001,13,122038
2.0,Broadway & East 18th Street,40.7377994,-73.9901205,0.0001,13,122145
2.0,1st Avenue & East 95th Street,40.7825471,-73.9452388,0.0001,14,131618
2.0,8th Avenue & West 22nd Street,40.74463,-73.998972,0.0001,19,178686
2.0,2nd Avenue & East 47th Street,40.7529834,-73.9699017,0.0001,21,197557
2.0,3rd Avenue & East 11th Street,40.7313257,-73.9886146,0.0001,15,141426
2.0,East 32nd Street & Park Avenue South,40.7458297,-73.9823187,0.0001,21,198013
2.0,12th Avenue & West 43rd Street,40.7625412,-74.0003097,0.0001,24,226944
2.0,Amsterdam Avenue & West 92nd Street,40.7914959,-73.9722281,0.0001,3,28387
2.0,Central Park West & West 89th Street,40.7872287,-73.9679448,0.0001,11,104109
2.0,7th Avenue & West 15th Street,40.739243,-73.999185,0.0001,11,104259
2.0,7th Avenue & West 43rd Street,40.75671,-73.986458,0.0001,20,189661
2.0,1st Avenue & East 11th Street,40.729373,-73.9839987,0.0001,15,142564
2.0,10th Avenue & West 45th Street,40.7615516,-73.9940688,0.0001,25,237684
2.0,Prince Street & Sullivan Street,40.726496,-74.00235,0.0001,4,38159
2.0,Columbus Avenue & West 89th Street,40.7884217,-73.9707647,0.0001,7,66815
2.0,Columbus Avenue & West 84th Street,40.7851655,-73.9731396,0.0001,10,95494
2.0,3rd Avenue & East 10th Street,40.7307238,-73.9890529,0.0001,14,134031
2.0,7th Avenue & West 53rd Street,40.7629646,-73.9818975,0.0001,15,143786
2.0,East 89th Street & York Avenue,40.7778572,-73.9457131,0.0001,10,95964
2.0,8th Avenue,40.7393657,-74.0027728,0.0001,4,38445
2.0,2nd Avenue & East 17th Street,40.7342632,-73.9835474,0.0001,10,96298
2.0,3rd Avenue & East 47th Street,40.7539219,-73.9721133,0.0001,22,211897
2.0,2nd Avenue & East 22nd Street,40.7372097,-73.9814011,0.0001,20,193065
2.0,5th Avenue & East 86th Street,40.7815447,-73.9604135,0.0001,6,57972
2.0,Broadway & La Salle Street,40.8137561,-73.9596275,0.0001,14,135316
2.0,East 22nd Street & Park Avenue South,40.7395394,-73.9868973,0.0001,16,155045
2.0,Clarkson Street & Hudson Street,40.7294927,-74.0069526,0.0001,8,77615
2.0,6th Avenue & West 20th Street,40.741031,-73.994165,0.0001,20,194640
2.0,2nd Avenue & East 25th Street,40.7391764,-73.9799917,0.0001,21,204540
2.0,6th Avenue & West 22nd Street,40.742233,-73.993292,0.0001,20,195029
2.0,1st Avenue & East 69th Street,40.7658676,-73.9574123,0.0001,17,165989
2.0,Hudson Street,40.719029,-74.008747,0.0001,3,29326
2.0,3rd Avenue & East 91st Street,40.7820071,-73.9516568,0.0001,7,68874
2.0,2nd Avenue & East 88th Street,40.7791759,-73.9507943,0.0001,9,88773
2.0,East 52nd Street & Park Avenue,40.7583902,-73.9729652,0.0001,22,217351
2.0,East 90th Street & Lexington Avenue,40.782055,-73.9537187,0.0001,4,39625
2.0,East 80th Street & York Avenue,40.7720657,-73.9499424,0.0001,9,89198
2.0,7th Avenue & West 51st Street,40.7617189,-73.9828071,0.0001,15,148746
2.0,1st Avenue & East 80th Street,40.7730148,-73.9521898,0.0001,20,198881
2.0,1st Avenue & East 101st Street,40.786438,-73.942395,0.0001,13,129476
2.0,Christopher Street & Greenwich Street,40.7328706,-74.0075146,0.0001,5,49817
2.0,Gansevoort Street & Washington Street,40.7393804,-74.008051,0.0001,5,50004
2.0,3rd Avenue & East 54th Street,40.7583238,-73.9689143,0.0001,21,210242
2.0,East 47th Street & Lexington Avenue,40.7546125,-73.9737345,0.0001,20,200565
2.0,9th Avenue,40.739631,-74.006334,0.0001,2,20074
2.0,Central Park South & Central Park-Center Drive,40.7656707,-73.9762208,0.0001,56,563493
2.0,1st Avenue & East 10th Street,40.7287826,-73.9844396,0.0001,14,140890
2.0,East 60th Street & Marginal Street,40.7593048,-73.9592537,0.0001,18,181280
2.0,Avenue A,40.726666,-73.98309,0.0001,5,50439
2.0,Avenue A,40.724863,-73.984403,0.0001,6,60653
2.0,6th Avenue,40.730581,-74.001684,0.0001,6,60811
2.0,12th Avenue & West 50th Street,40.7667144,-73.9966849,0.0001,14,142264
2.0,3rd Avenue & East 19th Street,40.7363755,-73.9849362,0.0001,18,183020
2.0,East 91st Street & York Avenue,40.7791055,-73.9448126,0.0001,12,122462
2.0,Bleecker Street & Carmine Street,40.7303374,-74.0024762,0.0001,6,61241
2.0,Central Park West & Frederick Douglass Circle,40.8003728,-73.9583399,0.0001,1,10246
2.0,Canal Street & East Broadway,40.7141127,-73.989594,0.0001,1,10252
2.0,East 55th Street & Park Avenue,40.7602749,-73.9715914,0.0001,11,112786
2.0,1st Avenue & East 79th Street,40.7723457,-73.9526771,0.0001,27,277166
2.0,Broadway & East 14th Street,40.734816,-73.9907524,0.0001,24,246566
2.0,3rd Avenue & East 85th Street,40.778137,-73.9544814,0.0001,13,133767
2.0,Moore Street & New York Plaza,40.7027392,-74.0122143,0.0001,1,10300
2.0,6th Avenue,40.731065,-74.001413,0.0001,10,103089
2.0,8th Avenue & West 45th Street,40.7591595,-73.9883858,0.0001,38,392772
2.0,East 54th Street & Lexington Avenue,40.7590024,-73.970533,0.0001,8,82728
2.0,Avenue B & East 3rd Street,40.722671,-73.982964,0.0001,17,175909
2.0,1st Avenue & East 93rd Street,40.7813273,-73.9461283,0.0001,14,145026
2.0,1st Avenue & East 49th Street,40.7532554,-73.966596,0.0001,33,341991
2.0,Amsterdam Avenue & West 80th Street,40.783828,-73.9778254,0.0001,11,114251
2.0,East 19th Street & Park Avenue South,40.7377511,-73.9882005,0.0001,15,155870
2.0,East 73rd Street & York Avenue,40.7675414,-73.953249,0.0001,25,260450
2.0,Broadway & West 83rd Street,40.7863933,-73.9780019,0.0001,7,73146
2.0,Central Park West & West 87th Street,40.7859744,-73.9688609,0.0001,11,115001
2.0,East 66th Street & York Avenue,40.763043,-73.956526,0.0001,13,135932
2.0,Avenue C & East 3rd Street,40.7216783,-73.9806076,0.0001,16,167728
2.0,12th Avenue & West 133rd Street,40.820005,-73.958875,0.0001,9,94368
2.0,3rd Avenue & East 62nd Street,40.7634317,-73.9652142,0.0001,19,199499
2.0,Hubert Street & West Street,40.7216452,-74.0117683,0.0001,8,84090
2.0,West 4th Street,40.7317982,-74.0011515,0.0001,2,21036
2.0,Avenue B & East 8th Street,40.725685,-73.980768,0.0001,2,21095
2.0,Broadway & West 28 Street,40.745286,-73.988729,0.0001,12,126614
2.0,79th Street Transverse Road & Central Park West,40.7820374,-73.9717336,0.0001,43,454391
2.0,Delancey Street & Ludlow Street,40.7187095,-73.9890603,0.0001,2,21200
2.0,Avenue C & East 11th Street,40.7264706,-73.9770983,0.0001,5,53110
2.0,Prince Street & West Broadway,40.725773,-74.000898,0.0001,9,96092
2.0,7th Avenue & West 16th Street,40.739881,-73.998713,0.0001,13,138874
2.0,3rd Avenue & East 67th Street,40.766557,-73.9629323,0.0001,11,117583
2.0,12th Avenue & West 49th Street,40.7661012,-73.9971547,0.0001,17,182441
2.0,2nd Avenue & East 120th Street,40.7995808,-73.9358949,0.0001,1,10742
2.0,5th Avenue,40.7834682,-73.9590068,0.0001,3,32263
2.0,West 95th Street & West End Ave.,40.7945858,-73.9737244,0.0001,5,53860
2.0,3rd Avenue & East 45th Street,40.752682,-73.9730143,0.0001,22,237144
2.0,Bleecker Street,40.7258403,-73.994468,0.0001,1,10852
2.0,1st Avenue & East 5th Street,40.725796,-73.986623,0.0001,11,119725
2.0,3rd Avenue & East 77th Street,40.7729692,-73.9582529,0.0001,16,174918
2.0,8th Avenue & West 16th Street,40.74108,-74.001555,0.0001,20,218688
2.0,1st Avenue & East 85th Street,40.7761941,-73.9498734,0.0001,16,175480
2.0,Morton Street & West Street,40.7312869,-74.0103381,0.0001,10,109687
2.0,Hudson Street,40.717925,-74.008943,0.0001,1,10995
2.0,East 14th Street & Union Square East,40.7344556,-73.9898982,0.0001,27,296943
2.0,5th Avenue & Broadway,40.747773,-73.985046,0.0001,18,198118
2.0,Pike Street,40.711754,-73.992457,0.0001,1,11008
2.0,West 91st Street & West End Ave.,40.7920701,-73.9755518,0.0001,5,55106
2.0,Water Street,40.711304,-73.983914,0.0001,1,11024
2.0,3rd Avenue & East 69th Street,40.7678094,-73.9620184,0.0001,10,110251
2.0,12th Avenue,40.7636177,-73.9989689,0.0001,13,143591
2.0,2nd Avenue & East 12th Street,40.731019,-73.985909,0.0001,16,176744
2.0,6th Avenue & West 12th Street,40.736032,-73.997805,0.0001,25,276191
2.0,11th Avenue & West 18th Street,40.7453774,-74.008126,0.0001,20,222381
2.0,Central Park West,40.7749158,-73.9769071,0.0001,8,89030
2.0,Avenue C & East 7th Street,40.7240764,-73.9788469,0.0001,5,55651
2.0,Broadway & West 26th Street,40.743796,-73.989011,0.0001,8,89071
2.0,9th Avenue & West 20th Street,40.7446399,-74.0027323,0.0001,6,66958
2.0,3rd Avenue & East 16th Street,40.7346191,-73.9862156,0.0001,8,89617
2.0,3rd Avenue & East 30th Street,40.7431983,-73.9799568,0.0001,17,190602
2.0,Mulberry Street & Worth Street,40.7139335,-73.999553,0.0001,6,67364
2.0,Broome Street & Sullivan Street,40.724055,-74.00438,0.0001,1,11232
2.0,12th Avenue & West 29th Street,40.7537772,-74.0070352,0.0001,21,236161
2.0,6th Avenue & West 16th Street,40.738686,-73.995874,0.0001,18,202688
2.0,10th Avenue & West 20th Street,40.745816,-74.005535,0.0001,10,112740
2.0,7th Avenue & West 54th Street,40.7635954,-73.9814328,0.0001,10,112755
2.0,Greenwich Avenue & Jane Street,40.73813,-74.002033,0.0001,3,33889
2.0,East 46th Street & Park Avenue,40.7547208,-73.975907,0.0001,28,317787
2.0,East 27th Street & Madison Avenue,40.7433908,-73.9861457,0.0001,8,90857
2.0,East 47th Street & Vanderbilt Avenue,40.7555872,-73.9760685,0.0001,10,113690
2.0,West 12th Street & West 4th Street,40.737544,-74.003866,0.0001,3,34175
2.0,Central Park West,40.7839788,-73.9703286,0.0001,12,137037
2.0,Central Park West & West 71st Street,40.775533,-73.976458,0.0001,10,114995
2.0,Manhattan Avenue & West 112th Street,40.8024641,-73.958674,0.0001,5,57602
2.0,Battery Place & West Thames Street,40.708134,-74.016626,0.0001,2,23144
2.0,Howard Street & Lafayette Street,40.719193,-73.999841,0.0001,1,11574
2.0,Avenue C & East 2nd Street,40.7210227,-73.9810814,0.0001,7,81389
2.0,12th Avenue,40.7674288,-73.9964298,0.0001,11,128019
2.0,Avenue A & East 3rd Street,40.723649,-73.985286,0.0001,18,210524
2.0,East 10th Street,40.7300663,-73.9875129,0.0001,1,11726
2.0,6th Avenue & West 46th Street,40.7573902,-73.9822537,0.0001,21,246262
2.0,1st Avenue & East 68th Street,40.765245,-73.9578668,0.0001,13,152526
2.0,East 46th Street & Madison Avenue,40.7553543,-73.9774168,0.0001,9,105629
2.0,Broadway & West 49th Street,40.760776,-73.9844618,0.0001,13,152978
2.0,East 40th Street & Lexington Avenue,40.7501558,-73.9769869,0.0001,20,235531
2.0,Broadway & West 30th Street,40.7468087,-73.9884802,0.0001,5,58973
2.0,Amsterdam Avenue,40.7722879,-73.9862438,0.0001,6,71070
2.0,1st Avenue & East 75th Street,40.7697674,-73.9545659,0.0001,16,189683
2.0,11th Avenue & West 21st Street,40.7475038,-74.0077312,0.0001,15,178404
2.0,Thompson Street & Washington Square South,40.7302877,-73.9980696,0.0001,4,47706
2.0,Avenue B & East 14th Street,40.7294404,-73.9780305,0.0001,18,214766
2.0,Avenue B & East 12th Street,40.728106,-73.978998,0.0001,13,155338
2.0,Waverly Place & West 11th Street,40.736414,-74.001948,0.0001,2,23910
2.0,Spring Street & Washington Street,40.7260808,-74.0099015,0.0001,4,47996
2.0,1st Avenue & East 81st Street,40.7736444,-73.9517323,0.0001,15,180914
2.0,1st Avenue & East 1st Street,40.723277,-73.988451,0.0001,7,84652
2.0,1st Avenue & East 99th Street,40.7851721,-73.9433191,0.0001,11,133343
2.0,East 28th Street & Madison Avenue,40.7440045,-73.9856986,0.0001,11,133800
2.0,Avenue A & East 2nd Street,40.723009,-73.985752,0.0001,12,146465
2.0,East 48th Street & Madison Avenue,40.756606,-73.976504,0.0001,16,196015
2.0,Bond Street & Broadway,40.727211,-73.99527,0.0001,6,73573
2.0,South Street,40.7037691,-74.0070607,0.0001,1,12263
2.0,5th Avenue,40.7822133,-73.9599216,0.0001,4,49314
2.0,East 94th Street & Madison Avenue,40.7859253,-73.9551138,0.0001,7,86324
2.0,12th Avenue & West 54th Street,40.7692786,-73.9948335,0.0001,30,372568
2.0,Christopher Street & Greenwich Avenue,40.73407,-73.999653,0.0001,3,37284
2.0,Broad Street & South Street,40.7017938,-74.0111561,0.0001,16,199506
2.0,5th Avenue & West 49th Street,40.757912,-73.977655,0.0001,42,524207
2.0,1st Avenue & East 66th Street,40.76399,-73.958781,0.0001,14,174745
2.0,West Street,40.7236291,-74.0113646,0.0001,6,75178
2.0,East 47th Street & Madison Avenue,40.7559713,-73.9769665,0.0001,14,175498
2.0,Delancey Street & Norfolk Street,40.7182205,-73.9874602,0.0001,1,12539
2.0,Riverside Boulevard & West 71st Street,40.78022,-73.9875649,0.0001,2,25094
2.0,Bleecker Street,40.731465,-74.003139,0.0001,1,12562
2.0,1st Avenue & East 58th Street,40.758981,-73.962432,0.0001,12,151043
2.0,12th Avenue,40.7523939,-74.0075669,0.0001,15,188880
2.0,Hudson Street & West 14th Street,40.7408505,-74.0051265,0.0001,8,100756
2.0,East 57th Street & Sutton Place,40.757364,-73.960671,0.0001,14,176617
2.0,FDR Drive,40.7457704,-73.9704356,0.0001,10,126252
2.0,Broome Street & Mott Street,40.7201656,-73.9960312,0.0001,2,25308
2.0,7th Avenue & West 56th Street,40.7648393,-73.9805314,0.0001,16,202651
2.0,Hubert Street & Washington Street,40.7215437,-74.0106783,0.0001,1,12673
2.0,Gansevoort Street & Hudson Street,40.7394127,-74.0054071,0.0001,2,25428
