Bucketed Score,Intersection,Lat,Long,Score,Accidents,Traffic
8.0,Audubon Avenue & West 170th Street,40.841679,-73.937494,14.77,1,677
8.0,Allen Street,40.721677,-73.98923,14.77,7,4740
8.0,Manhattan Avenue & West 122nd Street,40.8088366,-73.9540011,14.53,1,688
8.0,1st Avenue,40.7527011,-73.9672089,14.51,11,7579
8.0,9th Avenue & West 203rd Street,40.861142,-73.918927,14.5,3,2069
8.0,Esplanade Gardens Plaza,40.8211205,-73.9357508,14.45,2,1384
8.0,Morningside Avenue,40.807546,-73.956806,14.45,4,2768
8.0,Malcolm X Boulevard & West 136th Street,40.8148176,-73.9404415,14.45,1,692
8.0,2nd Avenue & East 63rd Street,40.763113,-73.962515,14.45,86,59529
8.0,Liberty Street & Trinity Place,40.709687,-74.011674,14.41,14,9716
8.0,Eldridge Street & Rivington Street,40.7207678,-73.9906322,14.31,7,4891
8.0,East 104th Street & Lexington Avenue,40.7909323,-73.9472339,14.29,14,9799
8.0,9th Avenue & West 37th Street,40.7552856,-73.9949245,14.28,57,39920
8.0,King Street & Varick Street,40.727879,-74.005427,14.25,23,16143
8.0,Delancey Street & Eldridge Street,40.71943,-73.9913163,14.18,18,12694
8.0,Riverside Drive,40.8295858,-73.9500819,14.12,4,2833
8.0,State Street,40.7031516,-74.0144384,14.11,8,5669
8.0,2nd Avenue & East 104th Street,40.7893163,-73.9433907,14.09,10,7098
8.0,Duane Street & Trimble Place,40.715767,-74.006586,14.08,4,2841
8.0,9th Avenue & West 36th Street,40.7546674,-73.9953434,14.02,37,26383
8.0,Frederick Douglass Boulevard & West 124th Street,40.8094996,-73.9516742,13.99,13,9293
8.0,Broadway & West 143rd Street,40.8251183,-73.9513456,13.97,6,4295
8.0,Fort Washington Avenue & West 178th Street,40.8486855,-73.9391904,13.94,27,19371
8.0,Broadway,40.8181551,-73.9564305,13.92,13,9339
8.0,Riverside Drive & West 144th Street,40.826424,-73.952533,13.9,6,4316
8.0,3rd Avenue & East 117th Street,40.7986248,-73.9395221,13.9,14,10073
8.0,Wadsworth Avenue & West 178th Street,40.847872,-73.936403,13.89,8,5759
8.0,Malcolm X Boulevard & West 115th Street,40.8013149,-73.9501314,13.86,15,10824
8.0,Hamilton Place & West 140th Street,40.822646,-73.9513029,13.81,1,724
8.0,Edgecombe Avenue & West 159th Street,40.833278,-73.939155,13.8,2,1449
8.0,Frederick Douglass Boulevard & West 134th Street,40.81583,-73.947034,13.78,11,7980
8.0,West 181st Street,40.851179,-73.939236,13.74,4,2912
8.0,John Street & South Street,40.7057934,-74.0038616,13.7,7,5108
8.0,Malcolm X Boulevard & West 140th Street,40.8173165,-73.9386193,13.64,3,2199
8.0,10th Avenue & West 30th Street,40.7520763,-74.0009843,13.6,45,33086
8.0,Vandam Street & Varick Street,40.726435,-74.005658,13.6,18,13236
8.0,Fort Washington Avenue,40.852128,-73.937819,13.58,6,4419
8.0,Saint Nicholas Place & West 150th Street,40.8272063,-73.9424535,13.56,4,2950
8.0,Madison Street & Pike Street,40.7124675,-73.9922712,13.54,7,5168
8.0,Horatio Street & Hudson Street,40.7387641,-74.0055102,13.53,9,6653
8.0,6th Avenue & Sullivan Street,40.723625,-74.004786,13.48,27,20027
8.0,Pinehurst Avenue & West 180th Street,40.8501784,-73.9396399,13.44,3,2232
8.0,John Street & Pearl Street,40.707387,-74.005482,13.43,6,4467
8.0,MacDougal Street & West Houston Street,40.7279821,-74.0021941,13.26,14,10560
8.0,Delancey Street,40.7159409,-73.9808692,13.22,11,8319
8.0,Laurel Hill Terrace,40.851432,-73.92708,13.21,1,757
8.0,Catherine Street & Monroe Street,40.711364,-73.996782,13.15,7,5323
8.0,East 122nd Street & Lexington Avenue,40.8024455,-73.9388286,13.05,8,6130
8.0,Trinity Place,40.7062925,-74.0143097,12.94,2,1545
8.0,Centre Street & Chambers Street,40.713135,-74.004059,12.86,27,20995
8.0,Malcolm X Boulevard & West 120th Street,40.8045555,-73.947737,12.81,9,7028
8.0,East Houston Street,40.7220324,-73.9854682,12.78,5,3911
8.0,2nd Avenue & East 38th Street,40.747296,-73.974044,12.76,47,36842
8.0,Morningside Avenue & West 123rd Street,40.810064,-73.954966,12.74,8,6277
8.0,Morningside Avenue & West 126th Street,40.812051,-73.953544,12.71,8,6292
8.0,Canal Street & Forsyth Street,40.7156085,-73.9942713,12.66,3,2370
8.0,5th Avenue & West 115th Street,40.799961,-73.946974,12.61,16,12687
8.0,Mount Morris Park West & West 123rd Street,40.805793,-73.9448139,12.58,1,795
8.0,3rd Avenue & East 37th Street,40.7476147,-73.9766965,12.53,85,67826
8.0,Barrow Street,40.7324104,-74.003395,12.53,9,7185
8.0,Broadway & West 96th Street,40.7946106,-73.971682,12.46,39,31305
8.0,Riverside Drive & West 157th Street,40.8349476,-73.9469169,12.45,2,1606
8.0,Morningside Drive,40.8074127,-73.9583999,12.45,6,4821
8.0,1st Avenue & East 47th Street,40.7520165,-73.9676835,12.44,8,6431
8.0,2nd Avenue & East 61st Street,40.7618673,-73.9634382,12.42,60,48300
8.0,East 105th Street & Lexington Avenue,40.7915682,-73.9467668,12.34,4,3241
8.0,Baxter Street & Canal Street,40.71755,-73.999313,12.33,26,21080
8.0,Canal Street,40.7208687,-74.0039184,12.32,17,13794
8.0,Broome Street & Orchard Street,40.7181237,-73.9902319,12.29,5,4067
8.0,Madison Street & Market Street,40.712308,-73.994361,12.28,8,6517
8.0,East 124th Street & West 124th Street,40.805744,-73.942754,12.27,5,4075
8.0,5th Avenue & East 98th Street,40.789205,-73.954817,12.24,21,17152
8.0,Malcolm X Boulevard & West 142nd Street,40.8185487,-73.9377215,12.15,3,2469
8.0,Hancock Place & Morningside Avenue,40.810992,-73.954288,12.08,8,6624
8.0,Riverside Drive & West 160th Street,40.8373178,-73.9468195,12.02,7,5826
8.0,Saint Nicholas Avenue & West 118th Street,40.805028,-73.95276,12.01,5,4162
8.0,Saint Nicholas Avenue,40.819895,-73.946718,11.98,2,1669
8.0,Frederick Douglass Boulevard & West 121st Street,40.80761,-73.95304,11.96,7,5855
8.0,Grand Street & Thompson Street,40.7227417,-74.0044354,11.88,7,5890
8.0,Henry Street,40.7130913,-73.9936203,11.83,5,4227
8.0,Convent Avenue & West 143rd Street,40.82336,-73.947165,11.78,1,849
8.0,East Broadway & Montgomery Street,40.714466,-73.9853397,11.78,9,7642
8.0,Dominick Street & Varick Street,40.7250373,-74.0059652,11.75,7,5955
8.0,Broadway & West 204th Street,40.867016,-73.92311,11.74,18,15338
8.0,Hudson Street & Laight Street,40.7219848,-74.0082309,11.71,16,13658
8.0,Cabrini Boulevard & West 177th Street,40.8482151,-73.9413449,11.69,4,3421
8.0,Adam Clayton Powell Jr. Boulevard & West 139th Street,40.8178917,-73.9419319,11.68,1,856
8.0,5th Avenue & East 106th Street,40.794285,-73.951111,11.66,6,5148
8.0,East 98th Street & Lexington Avenue,40.7871716,-73.949982,11.59,7,6041
8.0,East Houston Street & Orchard Street,40.7226423,-73.9879094,11.56,16,13845
8.0,West 35 Street,40.7506844,-73.9878246,11.51,24,20848
8.0,Riverside Boulevard,40.7789023,-73.9883332,11.51,7,6082
8.0,Malcolm X Boulevard & West 133rd Street,40.8127828,-73.9417258,11.51,3,2607
8.0,Riverside Drive,40.82582,-73.953014,11.47,6,5233
8.0,Broadway & West 61st Street,40.7696743,-73.9819968,11.42,14,12254
8.0,5th Avenue & West 117th Street,40.801342,-73.945968,11.41,4,3506
8.0,Malcolm X Boulevard & West 122nd Street,40.8058089,-73.946821,11.37,6,5276
8.0,Grand Street,40.7142645,-73.980923,11.33,8,7060
8.0,Adam Clayton Powell Jr. Boulevard & West 144th Street,40.8209975,-73.9396411,11.25,1,889
8.0,Platt Street & William Street,40.7083571,-74.0076525,11.16,3,2687
8.0,Division Street & Eldridge Street,40.714294,-73.9939482,11.16,5,4482
8.0,5th Avenue & Harlem River Drive,40.817189,-73.934463,11.15,4,3589
8.0,Rivington Street & Suffolk Street,40.7193368,-73.9859139,11.14,7,6286
8.0,Laight Street & Washington Street,40.7222178,-74.0105581,11.08,5,4514
8.0,Frederick Douglass Boulevard & West 146th Street,40.823507,-73.941426,11.08,7,6320
8.0,East 124th Street & Madison Avenue,40.805063,-73.941167,10.96,10,9122
8.0,East 118th Street & Lexington Avenue,40.7999294,-73.9406665,10.95,10,9136
8.0,Morningside Avenue & West 120th Street,40.808174,-73.956344,10.94,3,2743
8.0,Riverside Drive,40.794032,-73.976306,10.91,4,3665
8.0,East 17th Street,40.7339283,-73.9827491,10.89,3,2754
8.0,Washington Street & Watts Street,40.7241745,-74.0102257,10.87,1,920
8.0,5th Avenue,40.791085,-73.953438,10.85,16,14740
8.0,Malcolm X Boulevard & West 144th Street,40.819815,-73.9367913,10.85,1,922
8.0,5th Avenue & East 108th Street,40.795588,-73.950158,10.78,7,6495
8.0,Frederick Douglass Boulevard & West 119th Street,40.806353,-73.953957,10.71,13,12136
8.0,Elizabeth Street & Grand Street,40.718771,-73.9956863,10.68,20,18732
8.0,East 51st Street,40.753935,-73.964347,10.66,3,2814
8.0,Pearl Street,40.707205,-74.005951,10.65,3,2816
8.0,11th Avenue & West 33rd Street,40.7551291,-74.0025415,10.65,15,14088
8.0,Park Avenue,40.7879028,-73.9517206,10.61,11,10364
8.0,Madison Avenue,40.80445,-73.941651,10.61,7,6598
8.0,Claremont Avenue & West 119th Street,40.810373,-73.963477,10.6,1,943
8.0,2nd Avenue & East 39th Street,40.7479204,-73.973591,10.6,39,36780
8.0,5th Avenue & East 104th Street,40.792967,-73.952073,10.6,5,4719
8.0,West 106th Street & West End Avenue,40.8016434,-73.9685615,10.58,5,4724
8.0,1st Avenue & East Houston Street,40.7229823,-73.9885488,10.53,53,50316
8.0,Hester Street & Mott Street,40.71787,-73.997108,10.51,20,19033
8.0,East 120th Street & Park Avenue,40.8018166,-73.9412295,10.46,10,9561
8.0,Broadway & West 106th Street,40.8013053,-73.9677887,10.44,12,11493
8.0,Broadway & Old Broadway,40.8175185,-73.9568845,10.43,16,15339
8.0,Albany Street & West Street,40.7098267,-74.0147291,10.4,71,68249
8.0,3rd Avenue & East 106th Street,40.791572,-73.944675,10.4,18,17308
8.0,Amsterdam Avenue & West 101st Street,40.7972466,-73.9680298,10.38,6,5780
8.0,Clinton Street & Grand Street,40.7159633,-73.9867379,10.35,23,22218
8.0,3rd Avenue & East 110th Street,40.7941324,-73.9428059,10.35,17,16433
8.0,Allen Street & Grand Street,40.717418,-73.991422,10.33,16,15486
8.0,Broadway & Isham Street,40.868114,-73.919754,10.32,15,14533
8.0,Canal Street & Mott Street,40.7168256,-73.9977531,10.29,34,33041
8.0,Saint Nicholas Terrace & West 129th Street,40.813567,-73.951322,10.27,3,2921
8.0,Broadway & Dyckman Street,40.8655306,-73.9272714,10.27,28,27277
8.0,3rd Avenue & East 102nd Street,40.7890027,-73.9465505,10.25,14,13656
8.0,Central Park North,40.7982705,-73.9525304,10.24,9,8790
8.0,Broadway & West 109th Street,40.8035338,-73.9670551,10.21,10,9797
8.0,2nd Avenue & East 100th Street,40.786809,-73.94523,10.2,10,9801
8.0,5th Avenue & East 118th Street,40.801971,-73.945508,10.18,9,8845
8.0,Broadway & East Houston Street,40.7253748,-73.9967972,10.14,72,71007
8.0,Saint Nicholas Avenue & West 164th Street,40.837714,-73.939994,10.08,1,992
8.0,East 124th Street & Park Avenue,40.8043271,-73.9393972,10.08,9,8931
8.0,2nd Avenue & East 116th Street,40.7969883,-73.9377842,10.04,27,26884
8.0,Frederick Douglass Boulevard & West 115th Street,40.803744,-73.955861,10.02,23,22960
8.0,East 127th Street & Madison Avenue,40.807033,-73.9396973,10.01,5,4993
8.0,Fort Washington Avenue,40.846519,-73.940061,9.97,1,1003
8.0,Manhattan Avenue & West 100th Street,40.794787,-73.964303,9.95,4,4020
8.0,Varick Street & West Houston Street,40.728601,-74.0053147,9.93,42,42301
8.0,Bank Street & Washington Street,40.736188,-74.008322,9.89,5,5056
8.0,Grand Street & Ludlow Street,40.7169719,-73.9899505,9.88,13,13162
8.0,2nd Avenue & East 103rd Street,40.788686,-73.943859,9.87,7,7090
8.0,Dutch Street & Fulton Street,40.709872,-74.007054,9.85,7,7110
8.0,Malcolm X Boulevard & West 118th Street,40.8033044,-73.9486636,9.83,12,12206
8.0,Amsterdam Avenue & West 121st Street,40.8100035,-73.9587153,9.81,5,5096
8.0,Avenue D & Columbia Street,40.7198863,-73.9787976,9.8,29,29604
8.0,Mulberry Street & Spring Street,40.721952,-73.996268,9.77,20,20475
8.0,Mount Morris Park West & West 121st Street,40.8045514,-73.9457366,9.72,1,1029
8.0,9th Avenue & West 42nd Street,40.7584291,-73.9926299,9.7,96,98957
8.0,Manhattan Avenue & West 123rd Street,40.8094627,-73.953542,9.68,3,3099
8.0,Amsterdam Avenue & West 120th Street,40.8093313,-73.9592062,9.66,8,8281
8.0,Front Street & John Street,40.706407,-74.004558,9.63,3,3114
8.0,Bradhurst Avenue & West 146th Street,40.8239304,-73.9424115,9.62,2,2078
8.0,Henry Street & Pike Street,40.7131973,-73.9923728,9.62,6,6235
8.0,Broome Street & Chrystie Street,40.71907,-73.99336,9.6,16,16667
8.0,Broadway & West 99th Street,40.7965528,-73.970293,9.59,13,13559
8.0,East 112th Street & Lexington Avenue,40.7960891,-73.9434711,9.59,20,20865
8.0,East Broadway & Pike Street,40.7138471,-73.9927507,9.58,15,15661
8.0,Saint Nicholas Avenue & West 145th Street,40.8240379,-73.9447664,9.58,18,18795
8.0,11th Avenue,40.7589299,-73.9996997,9.58,24,25065
8.0,Convent Avenue & West 144th Street,40.8239713,-73.9467212,9.57,5,5224
8.0,Riverside Drive,40.7991459,-73.9725352,9.57,2,2090
8.0,Front Street & Wall Street,40.7048017,-74.0069496,9.53,3,3149
8.0,Greenwich Street,40.7169151,-74.0107841,9.51,4,4206
8.0,Henry Street & Rutgers Street,40.7133734,-73.9901237,9.49,6,6322
8.0,Canal Street & Mulberry Street,40.7171185,-73.9985861,9.45,44,46559
8.0,Vermilyea Avenue & West 204th Street,40.866064,-73.922498,9.42,6,6372
8.0,Kenmare Street & Lafayette Street,40.7215815,-73.9977854,9.41,10,10628
8.0,3rd Avenue & East 34th Street,40.7457162,-73.9780908,9.37,59,62978
8.0,Riverside Drive & West 78th Street,40.784357,-73.9833075,9.36,8,8544
8.0,2nd Avenue & East 99th Street,40.7861572,-73.9457078,9.36,12,12818
8.0,11th Avenue & West 23rd Street,40.7489204,-74.0070372,9.36,34,36323
8.0,Canal Street & Orchard Street,40.7148988,-73.9918893,9.35,4,4277
8.0,Mulberry Street & Prince Street,40.7233679,-73.9957075,9.34,10,10701
8.0,Ann Street & Nassau Street,40.7105761,-74.0073842,9.32,9,9656
8.0,9th Avenue & West 202nd Street,40.860527,-73.919379,9.32,2,2146
8.0,Lincoln Tunnel Expressway & West 31st Street,40.7522084,-73.9993843,9.31,5,5369
8.0,East 116th Street & Madison Avenue,40.7999823,-73.9448507,9.3,17,18282
8.0,Chrystie Street & East Houston Street,40.7235993,-73.9910568,9.27,38,40997
8.0,Chisum Place & West 141st Street,40.817799,-73.935956,9.25,2,2162
8.0,Broadway & West 120th Street,40.8104995,-73.9620178,9.25,20,21629
8.0,3rd Avenue & East 38th Street,40.7482313,-73.9762484,9.23,27,29268
8.0,Riverside Drive,40.823549,-73.955385,9.22,11,11926
8.0,Forsyth Street & Grand Street,40.717922,-73.993095,9.21,16,17375
8.0,Greene Street & Washington Place,40.729776,-73.995308,9.2,3,3262
8.0,Manhattan Avenue & West 116th Street,40.8050221,-73.9567983,9.19,9,9790
8.0,5th Avenue & East 107th Street,40.794965,-73.950613,9.19,4,4353
8.0,Central Park West & West 103rd Street,40.7961147,-73.9614473,9.18,9,9801
8.0,Saint Nicholas Terrace & West 130th Street,40.814187,-73.95086,9.18,3,3268
8.0,Pitt Street & Stanton Street,40.7194627,-73.9819201,9.13,7,7664
8.0,3rd Avenue & East 120th Street,40.8005203,-73.9381365,9.13,6,6575
8.0,West 96th Street & West End Ave.,40.7952534,-73.9732066,9.12,23,25208
8.0,Edgecombe Avenue & West 141st Street,40.8208736,-73.9451567,9.06,9,9935
8.0,Broome Street & Wooster Street,40.72293,-74.002174,9.04,10,11062
8.0,3rd Avenue & East 39th Street,40.7488523,-73.9757971,9.02,27,29917
8.0,Hudson Street,40.7213301,-74.0083433,9.01,10,11099
8.0,10th Avenue & West 36th Street,40.7558731,-73.9982091,9.01,27,29983
8.0,Bridge Street & State Street,40.7036143,-74.0144036,8.9,7,7862
8.0,Haven Avenue,40.8483226,-73.9420228,8.89,3,3374
8.0,East 97th Street & Park Avenue,40.7872697,-73.9521814,8.89,17,19122
8.0,Mount Morris Park West,40.8051788,-73.9452725,8.82,1,1134
7.0,East 117th Street & Park Avenue,40.7999262,-73.9426093,8.8,10,11360
7.0,3rd Avenue & East 119th Street,40.7998809,-73.9386046,8.8,7,7953
7.0,10th Avenue & West 204th Street,40.8626109,-73.9202964,8.79,2,2275
7.0,5th Avenue,40.791722,-73.952984,8.78,9,10255
7.0,Beekman Street,40.710397,-74.005599,8.77,7,7978
7.0,3rd Avenue & East 111th Street,40.794776,-73.942336,8.76,14,15989
7.0,William Street,40.70734,-74.008645,8.73,6,6871
7.0,10th Avenue & West 39th Street,40.7577413,-73.9968472,8.73,56,64136
7.0,Broadway & West 92nd Street,40.7920664,-73.9735738,8.73,15,17188
7.0,Crosby Street & Howard Street,40.719552,-74.000622,8.73,3,3438
7.0,Broadway & Morris Street,40.7058713,-74.0132406,8.71,18,20662
7.0,Market Street & Monroe Street,40.711593,-73.994263,8.69,4,4601
7.0,Frederick Douglass Boulevard & West 118th Street,40.8057298,-73.9544228,8.65,14,16186
7.0,Saint Nicholas Avenue & West 120th Street,40.806709,-73.952857,8.65,5,5781
7.0,5th Avenue & West 131st Street,40.810209,-73.939494,8.64,2,2316
7.0,Broadway & West 36th Street,40.7514433,-73.9876623,8.62,11,12765
7.0,Elizabeth Street & Kenmare Street,40.720627,-73.994969,8.59,24,27939
7.0,10th Avenue & West 42nd Street,40.7596264,-73.9954726,8.59,80,93145
7.0,Malcolm X Boulevard & West 111th Street,40.7988119,-73.9519558,8.56,7,8176
7.0,Front Street & Gouverneur Lane,40.704285,-74.007671,8.53,2,2346
7.0,Chrystie Street & Rivington Street,40.721248,-73.992237,8.52,22,25825
7.0,2nd Avenue & East 109th Street,40.79256,-73.9410247,8.51,14,16456
7.0,Eldridge Street & Stanton Street,40.7219214,-73.9900423,8.51,4,4703
7.0,Adam Clayton Powell Jr. Boulevard & West 128th Street,40.8108489,-73.9468555,8.5,2,2354
7.0,Manhattan Avenue & West 117th Street,40.8056974,-73.9563031,8.44,5,5925
7.0,East 116th Street & Park Avenue,40.7992437,-73.9431074,8.43,16,18975
7.0,Morningside Drive & West 119th Street,40.8080465,-73.9579313,8.41,3,3566
7.0,3rd Avenue & East 121st Street,40.8011376,-73.9376885,8.4,5,5951
7.0,Park Avenue,40.7910567,-73.9494251,8.38,3,3580
7.0,East 119th Street & Madison Avenue,40.801918,-73.9434367,8.36,8,9566
7.0,3rd Avenue & East 40th Street,40.7494677,-73.97535,8.36,22,26316
7.0,Chatham Square & East Broadway,40.7136728,-73.997981,8.35,21,25144
7.0,Greenwich Street & Watts Street,40.7241027,-74.0094239,8.33,2,2400
7.0,10th Avenue & West 41st Street,40.758981,-73.9959432,8.33,68,81677
7.0,Malcolm X Boulevard & West 119th Street,40.8039301,-73.9482084,8.31,5,6020
7.0,Delancey Street & Pitt Street,40.7166754,-73.9833412,8.27,11,13295
7.0,Broadway,40.7125287,-74.0076723,8.25,24,29108
7.0,Convent Avenue & West 129th Street,40.8143036,-73.9530716,8.24,4,4852
7.0,Amsterdam Avenue & Broadway,40.7779293,-73.9821323,8.22,37,45030
7.0,Broome Street & Ludlow Street,40.7178944,-73.9894779,8.15,4,4906
7.0,Frederick Douglass Boulevard & West 129th Street,40.812727,-73.949301,8.15,5,6136
7.0,Fort Washington Avenue & West 160th Street,40.8363811,-73.9445746,8.14,4,4917
7.0,Norfolk Street & Rivington Street,40.7195914,-73.9867535,8.13,7,8605
7.0,Riverside Drive & West 94th Street,40.7948301,-73.9762353,8.13,2,2461
7.0,2nd Avenue & East 125th Street,40.8027762,-73.9335781,8.1,75,92572
7.0,Broadway & Cortlandt Street,40.709806,-74.009988,8.1,11,13579
7.0,Frederick Douglass Boulevard & West 148th Street,40.824757,-73.940515,8.1,4,4940
7.0,Manhattan Avenue & Saint Nicholas Avenue,40.810094,-73.953079,7.99,10,12510
7.0,Lenox Terrace Place & West 135th Street,40.813458,-73.939325,7.95,2,2515
7.0,Broadway & West 111th Street,40.8047848,-73.966136,7.9,12,15190
7.0,Broadway & West 112th Street,40.8054098,-73.9656751,7.86,10,12728
7.0,Grand Street,40.7146922,-73.982426,7.82,1,1278
7.0,3rd Avenue & East 116th Street,40.7979386,-73.9400272,7.8,28,35889
7.0,Central Park North & Frawley Circle,40.797086,-73.949699,7.79,4,5136
7.0,Greenwich Street & Park Place,40.714294,-74.011527,7.78,7,9001
7.0,9th Avenue & West 33 Street,40.7527421,-73.996789,7.77,22,28303
7.0,Academy Street & Broadway,40.866336,-73.925005,7.75,12,15475
7.0,Beekman Street & Gold Street,40.70966,-74.004827,7.75,8,10317
7.0,Dyckman Street & Payson Avenue,40.866743,-73.928722,7.74,11,14208
7.0,Spring Street & Varick Street,40.7256753,-74.0057082,7.71,37,47975
7.0,12th Avenue & West 58th Street,40.7721604,-73.9936601,7.71,5,6485
7.0,Avenue C & East 5th Street,40.7228841,-73.9797155,7.71,10,12978
7.0,Wadsworth Avenue & West 180th Street,40.849145,-73.935471,7.69,1,1300
7.0,Broadway & West 212th Street,40.868482,-73.918561,7.68,11,14330
7.0,Park Place & West Broadway,40.7138543,-74.0105666,7.67,8,10427
7.0,East Broadway & Eldridge Street,40.7137475,-73.9939452,7.67,12,15653
7.0,Riverside Drive,40.797888,-73.973462,7.66,3,3915
7.0,Charlton Street & Varick Street,40.727157,-74.005545,7.64,24,31400
7.0,Broadway,40.715236,-74.00542,7.63,9,11792
7.0,Manhattan Avenue & West 118th Street,40.806325,-73.9558429,7.63,2,2621
7.0,10th Avenue & West 33 Street,40.7539186,-73.9996344,7.61,19,24964
7.0,Delancey Street & Lewis Street,40.7154372,-73.9792045,7.58,7,9237
7.0,9th Avenue & West 30 Street,40.7508988,-73.9981519,7.58,37,48825
7.0,10th Avenue & West 16th Street,40.74347,-74.007238,7.55,18,23856
7.0,Broadway & West 100th Street,40.7971827,-73.9698323,7.53,14,18600
7.0,Dover Street & Front Street,40.708348,-74.000486,7.52,3,3989
7.0,Broadway & West 64th Street,40.7722024,-73.9820838,7.52,21,27937
7.0,Frederick Douglass Boulevard & West 128th Street,40.812103,-73.949757,7.46,4,5363
7.0,Madison Street,40.712783,-73.9884926,7.45,6,8049
7.0,10th Avenue & West 37th Street,40.7564882,-73.9977608,7.45,41,55041
7.0,East 78th Street,40.7700832,-73.9494518,7.43,2,2693
7.0,6th Avenue,40.727664,-74.003155,7.42,10,13479
7.0,Amsterdam Avenue & West 107th Street,40.8011074,-73.965211,7.42,7,9438
7.0,Gold Street,40.710185,-74.0042501,7.42,8,10788
7.0,John Street & Nassau Street,40.70953,-74.008418,7.41,10,13496
7.0,Ludlow Street & Rivington Street,40.7200783,-73.988359,7.39,20,27050
7.0,East 110th Street & Park Avenue,40.7954383,-73.9458846,7.38,8,10840
7.0,Bedford Street & Downing Street,40.729344,-74.003657,7.37,7,9494
7.0,Edgecombe Avenue,40.832685,-73.939676,7.37,3,4073
7.0,Chrystie Street & Grand Street,40.7181594,-73.9938242,7.35,18,24485
7.0,10th Avenue & West 38th Street,40.7571105,-73.9973071,7.35,26,35376
7.0,Riverside Boulevard & West 66th Street,40.7768337,-73.9891608,7.33,12,16365
7.0,West 47th Street,40.7593949,-73.9850691,7.33,31,42312
7.0,Broadway,40.8650857,-73.9281099,7.33,1,1365
7.0,Broadway & West 135th Street,40.8200885,-73.9550161,7.3,26,35615
7.0,Avenue C & East Houston Street,40.720654,-73.9813158,7.29,17,23314
7.0,Dyckman Street & Vermilyea Avenue,40.864525,-73.92662,7.29,8,10974
7.0,Chambers Street & River Terrace,40.717671,-74.015769,7.29,5,6859
7.0,Broadway & West 113th Street,40.8060401,-73.9652167,7.29,11,15093
7.0,South Pinehurst Avenue & West 176th Street,40.847387,-73.940691,7.27,1,1376
7.0,Amsterdam Avenue,40.8087475,-73.9596325,7.26,3,4131
7.0,Broadway & West 129th Street,40.816296,-73.9577702,7.25,11,15171
7.0,9th Avenue & West 35 Street,40.7540684,-73.995845,7.23,22,30449
7.0,Grand Street & Pitt Street,40.7152208,-73.9842477,7.22,6,8313
7.0,East 97th Street & Lexington Avenue,40.7865321,-73.9504398,7.18,12,16705
7.0,Murray Street & West Broadway,40.714383,-74.010128,7.17,10,13947
7.0,10th Avenue & West 34th Street,40.7545834,-73.9991497,7.17,72,100475
7.0,Henry Street & Oliver Street,40.7127307,-73.9979934,7.15,2,2796
7.0,Clinton Street & East Houston Street,40.7214199,-73.983869,7.07,16,22622
7.0,3rd Avenue & East 103rd Street,40.7896375,-73.9460871,7.06,8,11327
7.0,2nd Avenue & East 119th Street,40.798935,-73.936361,7.05,8,11346
7.0,Park Terrace West & West 215th Street,40.870923,-73.917916,7.05,8,11348
7.0,Broadway & Cumming Street,40.866025,-73.925872,7.05,11,15607
7.0,Broome Street & Thompson Street,40.723682,-74.003635,7.05,9,12770
7.0,Riverside Drive & West 98th Street,40.797149,-73.973651,7.01,4,5703
7.0,Church Street & Park Place,40.7132584,-74.0092662,6.99,14,20022
7.0,Beach Street & Varick Street,40.7204501,-74.006671,6.96,19,27284
7.0,Canal Street,40.7243115,-74.0086756,6.95,4,5754
7.0,Eldridge Street & Grand Street,40.7176586,-73.9922221,6.94,9,12959
7.0,Howard Street & Lafayette Street,40.719193,-73.999841,6.91,8,11574
7.0,Riverside Drive & West 76th Street,40.7831868,-73.9844671,6.89,5,7257
7.0,5th Avenue,40.796217,-73.949695,6.86,5,7289
7.0,East 120th Street & Madison Avenue,40.8025573,-73.9429967,6.84,5,7308
7.0,East 89th Street & Park Avenue,40.7821577,-73.9559018,6.84,15,21941
7.0,Gold Street & Platt Street,40.707855,-74.0068357,6.81,5,7345
7.0,Broadway,40.7050474,-74.0133488,6.81,15,22039
7.0,Hudson Street & Laight Street,40.7226441,-74.0081187,6.78,11,16217
7.0,Baxter Street & Walker Street,40.71733,-73.999449,6.78,7,10329
7.0,East 117th Street & Pleasant Avenue,40.795732,-73.93266,6.77,14,20671
7.0,5th Avenue & East 64th Street,40.767394,-73.970728,6.76,11,16275
7.0,Central Park North,40.7994807,-73.9553885,6.75,7,10367
7.0,East 111th Street & Park Avenue,40.7960687,-73.9454246,6.74,8,11868
7.0,Columbus Avenue & West 79th Street,40.7819523,-73.975483,6.73,25,37153
7.0,8th Avenue & Frederick Douglass Boulevard,40.801232,-73.957696,6.73,4,5946
7.0,Avenue B & East 7th Street,40.725073,-73.981211,6.72,15,22314
7.0,Saint Nicholas Avenue,40.824705,-73.944268,6.71,2,2979
7.0,9th Avenue & West 40th Street,40.7571488,-73.9935842,6.7,47,70101
7.0,3rd Avenue & East 35th Street,40.7463822,-73.9776058,6.7,24,35808
7.0,Dyckman Street & Seaman Avenue,40.8662,-73.928057,6.7,9,13433
7.0,Saint Nicholas Avenue & West 136th Street,40.817855,-73.947666,6.69,1,1494
7.0,9th Avenue & West 41st Street,40.7578265,-73.9930688,6.69,54,80759
7.0,Hudson Street & West 12th Street,40.7375527,-74.0057088,6.68,4,5984
7.0,Broadway & Thomas Street,40.71576,-74.004976,6.67,8,11996
