Bucketed Score,Intersection,Lat,Long,Score,Accidents,Traffic
10.0,Vermilyea Avenue & West 211th Street,40.867584,-73.918414,508.47,3,59
10.0,Amsterdam Avenue & West 171st Street,40.8417005,-73.9355668,505.05,5,99
10.0,Audubon Avenue & West 188th Street,40.8531,-73.929147,495.87,6,121
10.0,Saint Clair Place,40.8179951,-73.9617273,483.87,6,124
10.0,Hillside Avenue & Sickles Street,40.859944,-73.926786,476.19,5,105
10.0,Audubon Avenue & Saint Nicholas Avenue,40.8385135,-73.9398455,454.55,4,88
10.0,N/A,40.784945,-73.9408028,454.55,1,22
10.0,Amsterdam Avenue & West 187th Street,40.8518592,-73.9281419,446.43,5,112
10.0,Macombs Place,40.8275701,-73.9358977,416.67,2,48
10.0,West 180th Street,40.8503746,-73.940603,413.22,5,121
10.0,12th Avenue & West 131st Street,40.8187627,-73.9597831,403.23,10,248
10.0,Macombs Place & West 153rd Street,40.8272128,-73.9366579,396.83,5,126
10.0,10th Avenue,40.861311,-73.921232,388.69,11,283
10.0,Amsterdam Avenue & Fort George Avenue,40.8537128,-73.9267875,387.93,9,232
10.0,Amsterdam Avenue,40.8449056,-73.9332225,381.68,5,131
10.0,Bradhurst Avenue & Frederick Douglass Boulevard,40.8291536,-73.9372824,374.53,30,801
10.0,Fort Washington Avenue & Margaret Corbin Plaza,40.8592618,-73.9341543,366.97,4,109
10.0,Adam Clayton Powell Jr. Boulevard & West 150th Street,40.8248549,-73.9368589,366.3,10,273
10.0,Wadsworth Terrace & West 190th Street,40.855755,-73.931655,340.91,3,88
10.0,Park Row,40.7130664,-74.0008728,333.33,4,120
10.0,East 130th Street & Park Avenue,40.8081685,-73.9365933,329.22,16,486
10.0,Riverside Drive & West 155th Street,40.8340866,-73.9483688,322.58,8,248
10.0,9th Avenue & West 205th Street,40.862394,-73.918015,314.14,6,191
10.0,Jumel Place,40.839484,-73.93604,294.12,1,34
10.0,Broadway & West 170th Street,40.842436,-73.939255,290.91,16,550
10.0,Jumel Place & West 167th Street,40.838668,-73.93665,285.71,2,70
10.0,Edgar Street & Greenwich Street,40.7070863,-74.0139687,280.37,3,107
10.0,Nagle Avenue & Thayer Street,40.861259,-73.925668,276.82,8,289
10.0,Fairview Avenue & Wadsworth Terrace,40.8573705,-73.9297743,275.23,6,218
10.0,Broadway & West 159th Street,40.8352891,-73.9439155,271.84,14,515
10.0,Adam Clayton Powell Jr. Boulevard & West 143rd Street,40.8203116,-73.939948,268.29,11,410
10.0,Broadway & West 165th Street,40.8391601,-73.9410885,267.09,34,1273
10.0,Saint Nicholas Avenue & West 163rd Street,40.8369643,-73.9401714,265.49,6,226
10.0,Edgecombe Avenue & West 136th Street,40.81776,-73.947441,264.32,6,227
10.0,Amsterdam Avenue & West 169th Street,40.8404789,-73.9364566,257.73,5,194
10.0,Broadway & West 216th Street,40.8704145,-73.9151316,256.41,3,117
10.0,Audubon Avenue & West 190th Street,40.854321,-73.928254,255.1,5,196
10.0,Morningside Avenue & West 114th Street,40.803894,-73.958204,253.16,2,79
10.0,Broome Street,40.716394,-73.984536,252.53,5,198
10.0,Audubon Avenue & West 187th Street,40.852476,-73.929603,248.45,4,161
10.0,1st Avenue & East 126th Street,40.8025238,-73.9308881,243.9,2,82
10.0,Haven Avenue & West 170th Street,40.843902,-73.942696,240.38,5,208
10.0,Frederick Douglass Boulevard & West 154th Street,40.8285,-73.937782,236.49,7,296
10.0,Broadway & West 192nd Street,40.857841,-73.932043,229.13,14,611
10.0,Audubon Avenue,40.855598,-73.927319,227.27,1,44
10.0,Saint Nicholas Avenue & West 173rd Street,40.844137,-73.937518,227.27,7,308
10.0,Audubon Avenue & West 169th Street,40.841087,-73.937929,227.27,4,176
10.0,Amsterdam Avenue,40.8435645,-73.9342023,225.81,7,310
10.0,Audubon Avenue & West 172nd Street,40.842915,-73.93659,225.35,8,355
10.0,Adam Clayton Powell Jr. Boulevard & West 141st Street,40.8191286,-73.9410058,221.81,12,541
10.0,Edgecombe Avenue,40.83785,-73.936383,220.99,4,181
10.0,West 138th Street,40.8217009,-73.9529081,219.78,2,91
10.0,Academy Street & Post Avenue,40.863416,-73.923137,218.82,10,457
10.0,Amsterdam Avenue,40.8498909,-73.9295801,218.34,5,229
10.0,Audubon Avenue & West 176th Street,40.84552,-73.934686,218.18,6,275
10.0,Canal Street,40.7158824,-73.9950294,217.08,15,691
10.0,Wadsworth Avenue & West 174th Street,40.8453,-73.938262,215.05,2,93
10.0,Amsterdam Avenue & West 151st Street,40.8290147,-73.9448311,214.59,15,699
10.0,Adam Clayton Powell Jr. Boulevard & West 153rd Street,40.8267379,-73.9355103,214.59,5,233
10.0,Broadway & West 174th Street,40.8454318,-73.9386774,213.68,10,468
10.0,Bennett Avenue & Broadway,40.8593027,-73.9313326,206.42,9,436
10.0,Sherman Avenue,40.8626215,-73.9286059,204.08,3,147
10.0,Pinehurst Avenue,40.8515311,-73.9390988,204.08,1,49
10.0,Macombs Place,40.826763,-73.937575,201.01,4,199
10.0,Amsterdam Avenue & West 165th Street,40.8378835,-73.9383539,200.5,8,399
10.0,Broadway,40.858271,-73.931818,193.13,9,466
10.0,Edgecombe Avenue,40.8404453,-73.9352897,191.08,3,157
10.0,East 129th Street & Lexington Avenue,40.8069238,-73.9355687,187.43,17,907
10.0,Bradhurst Avenue,40.822628,-73.943506,186.92,2,107
10.0,Dyckman Street,40.8678058,-73.9300052,186.05,4,215
10.0,Saint Nicholas Avenue & West 159th Street,40.833786,-73.94036,185.19,4,216
10.0,Broadway & West 157th Street,40.8340611,-73.9448113,184.96,15,811
10.0,Park Terrace East & West 215th Street,40.8701354,-73.9170165,180.72,3,166
10.0,Broadway & West 155th Street,40.8327461,-73.9457725,177.91,24,1349
10.0,Catherine Slip,40.7102032,-73.9965066,177.66,7,394
10.0,Saint Nicholas Avenue & West 155th Street,40.830891,-73.941368,173.84,21,1208
10.0,Wadsworth Avenue,40.856077,-73.9304068,170.94,2,117
10.0,Hillside Avenue,40.859012,-73.927625,170.45,3,176
10.0,5th Avenue & East 138th Street,40.81467,-73.936224,165.63,16,966
10.0,12th Avenue & West 135th Street,40.8213403,-73.9579987,165.48,7,423
10.0,Isham Street & Vermilyea Avenue,40.867275,-73.919215,165.29,4,242
10.0,Jumel Terrace & Sylvan Terrace,40.834536,-73.938965,163.93,1,61
10.0,Amsterdam Avenue & West 159th Street,40.8341102,-73.941109,160.64,8,498
10.0,Jumel Terrace & West 162nd Street,40.835196,-73.938489,160.0,2,125
10.0,Audubon Avenue & West 191st Street,40.854976,-73.927781,158.73,1,63
10.0,Pinehurst Avenue & West 187th Street,40.8554029,-73.9378027,157.48,2,127
10.0,Bowery & Delancey Street,40.720262,-73.994002,156.8,93,5931
10.0,Saint Nicholas Avenue & West 176th Street,40.846105,-73.936078,155.04,4,258
10.0,Riverside Drive & West 152nd Street,40.831695,-73.949256,155.04,4,258
10.0,Convent Avenue & West 151st Street,40.8283055,-73.9431445,154.64,3,194
10.0,Broadway & West 173rd Street,40.8446886,-73.9388653,153.85,5,325
10.0,Arden Street,40.863614,-73.928206,153.85,2,130
10.0,Broadway & West 153rd Street,40.8314449,-73.946722,153.55,8,521
10.0,Broadway & West 171st Street,40.843223,-73.939177,151.52,8,528
10.0,Amsterdam Avenue & West 168th Street,40.839864,-73.9369058,150.38,6,399
10.0,Wadsworth Avenue & West 173rd Street,40.8446487,-73.9387288,149.25,1,67
10.0,Amsterdam Avenue & West 155th Street,40.8315635,-73.9429693,148.84,16,1075
10.0,Market Slip,40.7100939,-73.9941033,147.06,3,204
10.0,West 59th Street,40.7727839,-73.9932054,147.06,6,408
10.0,Saint Nicholas Avenue & West 191st Street,40.8555496,-73.929178,143.88,2,139
10.0,Saint Nicholas Avenue & West 172nd Street,40.843501,-73.937982,142.86,6,420
10.0,East 129th Street & Park Avenue,40.8075561,-73.9370658,142.86,11,770
10.0,Broadway & West 175th Street,40.846193,-73.938451,142.67,11,771
10.0,Haven Avenue,40.843193,-73.942944,142.35,4,281
10.0,Adam Clayton Powell Jr. Boulevard & West 145th Street,40.8216091,-73.9390145,141.17,43,3046
10.0,Bennett Avenue & West 186th Street,40.853479,-73.935133,140.85,6,426
10.0,Audubon Avenue & West 177th Street,40.846141,-73.934232,140.35,4,285
10.0,Cabrini Boulevard & West 190th Street,40.8573519,-73.936584,139.37,4,287
10.0,Wadsworth Avenue & West 176th Street,40.846623,-73.937313,138.89,5,360
10.0,Broadway & West 164th Street,40.8384061,-73.9416375,138.89,20,1440
10.0,Saint Nicholas Avenue & West 177th Street,40.846727,-73.935622,137.46,4,291
10.0,Adam Clayton Powell Jr. Boulevard & West 144th Street,40.8209353,-73.9394931,137.16,11,802
10.0,Overlook Terrace & West 187th Street,40.8549175,-73.9360462,136.99,8,584
10.0,Frederick Douglass Boulevard & West 153rd Street,40.827877,-73.938237,136.24,5,367
10.0,Bradhurst Avenue,40.822052,-73.944049,135.75,3,221
10.0,Amsterdam Avenue & West 152nd Street,40.8296401,-73.9443743,132.74,9,678
10.0,Audubon Avenue & West 186th Street,40.851793,-73.930101,129.31,3,232
10.0,Broadway & West 151st Street,40.8301952,-73.9476383,127.88,10,782
10.0,Riverside Drive & West 140th Street,40.824126,-73.95483,126.81,7,552
10.0,Broadway & West 163rd Street,40.837767,-73.9420965,126.01,14,1111
10.0,Bradhurst Avenue & West 155th Street (surface),40.828986,-73.93896,125.26,6,479
10.0,Hamilton Place & West 143rd Street,40.8240824,-73.9488825,125.0,5,400
10.0,Hamilton Place & West 141st Street,40.8231195,-73.9504964,124.48,6,482
10.0,Audubon Avenue & West 167th Street,40.8398976,-73.9388015,124.22,2,161
10.0,Broadway & West 156th Street,40.8334062,-73.9452905,124.1,12,967
10.0,West 136th Street,40.8142699,-73.939138,123.46,1,81
10.0,Isham Street & Sherman Avenue,40.866315,-73.918596,122.45,3,245
10.0,East 127th Street & Park Avenue,40.8063,-73.9379572,121.77,8,657
10.0,Bogardus Place & Hillside Avenue,40.858744,-73.930122,120.97,3,248
10.0,Amsterdam Avenue & West 131st Street,40.8163558,-73.9540766,119.9,10,834
10.0,Broadway & Fairview Avenue,40.856716,-73.932631,119.57,11,920
10.0,Saint Nicholas Avenue & West 190th Street,40.854908,-73.929644,118.69,4,337
10.0,Broome Street & Clinton Street,40.716899,-73.9862,117.99,4,339
10.0,Frederick Douglass Boulevard & West 144th Street,40.822164,-73.942411,117.75,14,1189
10.0,Broadway & West 161st Street,40.8365346,-73.9430023,117.06,21,1794
10.0,Nagle Avenue & Sickles Street,40.860657,-73.9273,116.5,12,1030
10.0,Broadway & Saint Nicholas Avenue,40.8416657,-73.9392736,116.28,16,1376
10.0,Edgecombe Avenue & West 167th Street,40.8381008,-73.9362325,116.28,2,172
10.0,West 181st Street,40.850448,-73.936661,114.94,8,696
10.0,Malcolm X Boulevard & West 130th Street,40.8109749,-73.9432528,114.84,13,1132
10.0,10th Avenue & Post Avenue,40.865109,-73.918447,114.16,5,438
10.0,East 128th Street & Park Avenue,40.80692,-73.9375047,113.99,11,965
10.0,Broadway & West 187th Street,40.8541572,-73.9337034,111.37,19,1706
10.0,Indian Road & West 214th Street,40.872249,-73.919458,111.11,1,90
10.0,Broadway Terrace & Fairview Avenue,40.856851,-73.931475,110.29,3,272
10.0,Amsterdam Avenue & West 157th Street,40.8328806,-73.9420072,108.53,7,645
10.0,Bennett Avenue & West 187th Street,40.854501,-73.934627,107.33,6,559
10.0,Saint Nicholas Avenue & West 188th Street,40.853685,-73.930539,107.03,7,654
10.0,N/A,40.8320111,-73.9351849,106.95,2,187
10.0,Wadsworth Avenue & West 187th Street,40.853582,-73.932228,105.74,7,662
10.0,Cherry Street & Rutgers Street,40.7112327,-73.9897972,105.26,1,95
10.0,Adam Clayton Powell Jr. Boulevard & West 139th Street,40.8178222,-73.9417656,104.59,13,1243
10.0,2nd Avenue & East 59th Street,40.7606332,-73.9643309,104.24,136,13047
10.0,9th Avenue & West 207th Street,40.863691,-73.917063,104.22,38,3646
10.0,5th Avenue & West 129th Street,40.8089533,-73.9404148,104.09,14,1345
10.0,Broadway & West 176th Street,40.846934,-73.938227,104.07,11,1057
10.0,Edgecombe Avenue & West 165th Street,40.837193,-73.936691,102.74,3,292
10.0,Audubon Avenue & West 185th Street,40.851109,-73.930602,102.39,3,293
10.0,FDR Drive,40.7146116,-73.9768601,101.01,5,495
10.0,Wadsworth Avenue & West 181st Street,40.84984,-73.934966,100.5,12,1194
10.0,10th Avenue,40.867633,-73.916588,100.5,6,597
10.0,Amsterdam Avenue & West 183rd Street,40.8493104,-73.9300043,100.33,3,299
10.0,10th Avenue & 9th Avenue,40.8608339,-73.9215645,99.5,2,201
10.0,Fairview Avenue & Fort George Hill,40.8571635,-73.9282354,99.17,6,605
10.0,Broadway & West 150th Street,40.8295736,-73.9480915,99.13,16,1614
10.0,FDR Drive,40.7913061,-73.9361201,99.01,1,101
10.0,Fort George Avenue & Fort George Hill,40.8568009,-73.928266,97.8,4,409
10.0,Esplanade Gardens Plaza & West 147th Street,40.8217395,-73.9352815,96.62,10,1035
10.0,Adam Clayton Powell Jr. Boulevard & West 137th Street,40.8165703,-73.9426963,95.99,11,1146
10.0,Duane Street,40.7141186,-74.0034172,95.54,3,314
10.0,Riverside Drive,40.830962,-73.949462,95.01,4,421
10.0,Saint Nicholas Avenue & West 184th Street,40.851095,-73.932433,94.52,10,1058
10.0,Malcolm X Boulevard,40.8172567,-73.9384793,93.66,17,1815
10.0,Frederick Douglass Boulevard & West 143rd Street,40.821542,-73.942865,93.3,11,1179
10.0,Riverside Drive,40.832697,-73.949714,92.25,10,1084
10.0,Audubon Avenue & West 184th Street,40.850509,-73.931043,91.95,4,435
10.0,Henry Street & Market Street,40.713021,-73.994459,91.94,21,2284
10.0,5th Avenue & West 139th Street,40.815326,-73.935756,91.27,16,1753
10.0,Riverside Drive & West 162nd Street,40.838559,-73.945856,90.7,4,441
10.0,10th Avenue & West 207th Street,40.864463,-73.918943,90.59,34,3753
10.0,12th Avenue & West 132nd Street,40.8193827,-73.9593299,90.33,10,1107
10.0,Cherry Street & Market Street,40.710557,-73.994138,90.29,4,443
10.0,Pinehurst Avenue & West 183rd Street,40.8523449,-73.9387583,89.82,3,334
10.0,East 128th Street & Lexington Avenue,40.806296,-73.936016,89.82,9,1002
10.0,Broadway & West 196th Street,40.860641,-73.930771,88.97,5,562
10.0,Saint Nicholas Avenue & West 149th Street,40.826645,-73.943059,88.24,3,340
10.0,Ellwood Street & Nagle Avenue,40.860242,-73.92842,88.11,8,908
10.0,Nagle Avenue,40.860956,-73.926502,87.86,11,1252
10.0,Bennett Avenue & Overlook Terrace,40.852339,-73.935716,87.15,8,918
10.0,Saint Nicholas Avenue,40.8402585,-73.9396778,86.96,2,230
10.0,Broadway & West 168th Street,40.8410581,-73.9397145,86.39,20,2315
10.0,East 131st Street & Lexington Avenue,40.8087947,-73.9361363,86.3,8,927
10.0,Audubon Avenue & West 174th Street,40.844201,-73.935653,86.21,4,464
10.0,Malcolm X Boulevard & West 127th Street,40.8091051,-73.9446164,86.02,16,1860
10.0,Bayard Street & Elizabeth Street,40.7153606,-73.9977162,85.6,23,2687
10.0,Academy Street & Sherman Avenue,40.864403,-73.923767,85.47,7,819
10.0,3rd Avenue & East 127th Street,40.8050044,-73.9348733,85.47,3,351
10.0,Saint Nicholas Avenue & West 189th Street,40.85431,-73.930082,85.11,4,470
10.0,Audubon Avenue & West 166th Street,40.839296,-73.939239,84.99,3,353
10.0,Saint Nicholas Avenue & West 182nd Street,40.849895,-73.93331,84.62,11,1300
10.0,12th Avenue & West 130th Street,40.8181288,-73.9602464,84.03,1,119
10.0,Edgecombe Avenue,40.836469,-73.937023,84.03,2,238
10.0,Audubon Avenue & West 182nd Street,40.849309,-73.931917,83.93,7,834
10.0,145th Street Bridge & Esplanade Gardens Plaza,40.8204537,-73.9362503,83.82,36,4295
10.0,Broadway & West 162nd Street,40.837168,-73.9425447,83.8,12,1432
10.0,Saint Nicholas Avenue & West 180th Street,40.848626,-73.934239,83.73,14,1672
10.0,Broadway & West 166th Street,40.8398471,-73.9405865,83.63,7,837
10.0,Dyckman Street & Post Avenue,40.862582,-73.925373,83.53,18,2155
10.0,East 126th Street & Lexington Avenue,40.8050469,-73.9369273,83.07,16,1926
10.0,Park Avenue,40.8116933,-73.9348845,82.99,4,482
10.0,Amsterdam Avenue & West 153rd Street,40.8302699,-73.9439142,82.99,4,482
10.0,Wadsworth Avenue & West 177th Street,40.847249,-73.936857,82.99,2,241
10.0,Frederick Douglass Boulevard & West 152nd Street,40.827251,-73.938692,82.82,4,483
10.0,Front Street & Jackson Street,40.711534,-73.98062,82.64,1,121
10.0,2nd Avenue & East 115th Street,40.7963153,-73.9382745,82.64,24,2904
10.0,Harlem River Drive,40.8140779,-73.9348183,81.3,3,369
10.0,Audubon Avenue & West 173rd Street,40.84355,-73.936126,81.3,3,369
10.0,Fort Washington Avenue & West 173rd Street,40.845369,-73.940518,81.21,7,862
10.0,Pearl Street,40.7031174,-74.0130041,81.03,12,1481
10.0,Broadway & West 152nd Street,40.8308205,-73.9471786,80.89,8,989
10.0,Wadsworth Avenue & West 190th Street,40.8554227,-73.9308767,80.32,2,249
10.0,Saint Nicholas Avenue & West 187th Street,40.853062,-73.930996,80.21,6,748
10.0,Amsterdam Avenue & Laurel Hill Terrace,40.852484,-73.9276854,80.13,5,624
10.0,Broadway & West 219th Street,40.8717992,-73.9134592,78.74,1,127
10.0,Malcolm X Boulevard & West 138th Street,40.815997,-73.9393897,78.23,18,2301
10.0,Audubon Avenue & West 181st Street,40.848735,-73.932337,78.21,14,1790
10.0,Amsterdam Avenue & West 161st Street,40.8353595,-73.9401964,78.12,10,1280
10.0,Frederick Douglass Boulevard & West 151st Street,40.826626,-73.939149,77.88,5,642
10.0,Old Broadway & West 126th Street,40.8155516,-73.9569141,77.78,14,1800
10.0,Broadway & Dongan Place,40.8634187,-73.9300194,77.52,7,903
10.0,Adam Clayton Powell Jr. Boulevard & West 113th Street,40.8012531,-73.9538421,77.18,7,907
10.0,East 131st Street & Madison Avenue,40.8095224,-73.9378749,76.34,13,1703
10.0,Broadway & West 180th Street,40.849541,-73.936397,75.49,26,3444
10.0,Adam Clayton Powell Jr. Boulevard & West 135th Street,40.8152715,-73.9436452,74.93,40,5338
10.0,2nd Avenue & East 126th Street,40.8034314,-73.9330787,74.87,39,5209
10.0,Adam Clayton Powell Jr. Boulevard & West 146th Street,40.8222816,-73.9385175,74.55,7,939
10.0,Frederick Douglass Boulevard & West 149th Street,40.825379,-73.940054,74.42,8,1075
10.0,Broadway & West 172nd Street,40.843942,-73.939025,74.39,7,941
10.0,Amsterdam Avenue & West 186th Street,40.8511764,-73.9286408,74.07,1,135
10.0,Saint Nicholas Avenue & West 175th Street,40.845434,-73.93657,73.66,4,543
10.0,Broadway & West 141st Street,40.8238602,-73.9522576,73.38,7,954
10.0,Amsterdam Avenue & West 189th Street,40.8531111,-73.9272272,73.13,4,547
10.0,Malcolm X Boulevard & West 128th Street,40.8097268,-73.9441642,72.64,9,1239
10.0,Adam Clayton Powell Jr. Boulevard & West 147th Street,40.8229045,-73.9380641,72.4,8,1105
10.0,Cherry Street,40.711211,-73.989938,71.94,1,139
10.0,Amsterdam Avenue & West 149th Street,40.8277683,-73.9457415,71.71,11,1534
10.0,Saint Nicholas Avenue & West 171st Street,40.8429055,-73.9384302,71.17,2,281
10.0,Broadway & West 186th Street,40.8532,-73.934193,70.77,13,1837
10.0,Riverside Drive,40.838058,-73.94664,70.3,4,569
10.0,Amsterdam Avenue & West 139th Street,40.8214395,-73.9503639,70.18,6,855
10.0,Adam Clayton Powell Jr. Boulevard & West 117th Street,40.8039386,-73.9521145,69.8,11,1576
10.0,10th Avenue & West 203rd Street,40.861936,-73.920774,69.69,2,287
10.0,Lexington Avenue,40.8075465,-73.9351219,69.64,5,718
10.0,Saint Nicholas Avenue & West 153rd Street,40.8294451,-73.9419432,69.08,4,579
10.0,10th Avenue,40.867026,-73.917044,68.26,4,586
10.0,Stanton Street,40.7187534,-73.9795703,67.45,4,593
10.0,Wadsworth Avenue & West 183rd Street,40.851021,-73.934098,67.31,7,1040
10.0,Adam Clayton Powell Jr. Boulevard & West 126th Street,40.8096735,-73.9479141,67.11,12,1788
10.0,Fort Washington Avenue & West 163rd Street,40.8384634,-73.9437512,66.4,5,753
10.0,Saint Nicholas Avenue & West 181st Street,40.849321,-73.933731,66.27,10,1509
10.0,Adam Clayton Powell Jr. Boulevard & West 134th Street,40.814609,-73.944122,65.92,10,1517
10.0,Saint Nicholas Avenue & West 179th Street,40.847999,-73.934693,65.75,12,1825
10.0,Adam Clayton Powell Jr. Boulevard & West 131st Street,40.8127201,-73.9455002,65.5,15,2290
10.0,Broadway & West 190th Street,40.856503,-73.932761,65.41,8,1223
10.0,Broadway & West 145th Street,40.8264178,-73.9503944,65.25,30,4598
10.0,Adam Clayton Powell Jr. Boulevard & West 129th Street,40.8115415,-73.9465501,64.7,7,1082
10.0,Malcolm X Boulevard & West 141st Street,40.8178749,-73.9380263,64.43,10,1552
10.0,Saint Nicholas Avenue & West 185th Street,40.851696,-73.931995,64.03,6,937
10.0,Broadway & West 184th Street,40.852058,-73.934776,63.85,16,2506
10.0,Fort Washington Avenue & West 172nd Street,40.844686,-73.940795,63.8,12,1881
10.0,Edgecombe Avenue,40.8406476,-73.9353921,63.69,1,157
10.0,Ellwood Street & West 196th Street,40.860862,-73.928817,62.89,1,159
10.0,Fort Washington Avenue,40.843443,-73.9416398,62.66,10,1596
10.0,Frederick Douglass Boulevard & West 141st Street,40.8202938,-73.9437782,62.38,10,1603
10.0,Canal Street & Elizabeth Street,40.7165615,-73.9969813,62.14,35,5632
10.0,Baruch Place & Delancey Street,40.7156953,-73.9780783,62.11,2,322
10.0,Cherry Street & Rutgers Street,40.711254,-73.9896446,61.92,2,323
10.0,Laurel Hill Terrace,40.850694,-73.927477,61.73,5,810
10.0,Audubon Avenue & West 183rd Street,40.849921,-73.931472,61.58,5,812
10.0,Wadsworth Avenue & West 184th Street,40.851615,-73.933667,61.16,6,981
10.0,Amsterdam Avenue,40.8322331,-73.9424802,60.98,2,328
10.0,Water Street,40.7097946,-73.9960795,60.79,2,329
10.0,Riverside Drive & West 156th Street,40.8344441,-73.9476638,60.61,1,165
10.0,Amsterdam Avenue & West 134th Street,40.8182304,-73.9527076,60.54,6,991
10.0,Adam Clayton Powell Jr. Boulevard & West 147th Street,40.8229651,-73.938212,60.36,3,497
10.0,Broadway & West 189th Street,40.855335,-73.933312,60.16,9,1496
10.0,Saint Nicholas Avenue & West 186th Street,40.85238,-73.931495,59.59,5,839
10.0,Lexington Avenue,40.80567,-73.936471,59.31,5,843
10.0,Seaman Avenue & West 207th Street,40.86915,-73.922145,59.17,6,1014
10.0,5th Avenue & East 135th Street,40.812748,-73.937635,59.0,27,4576
9.0,Broadway & West 149th Street,40.8289444,-73.9485501,58.75,14,2383
9.0,Convent Avenue & West 147th Street,40.8259476,-73.9452763,58.21,5,859
9.0,Morningside Avenue & West 124th Street,40.810687,-73.954513,58.14,3,516
9.0,Macombs Place & West 151st Street,40.826334,-73.938459,57.31,2,349
9.0,Saint Nicholas Avenue & West 183rd Street,40.850506,-73.932861,57.28,7,1222
9.0,Adam Clayton Powell Jr. Boulevard & West 133rd Street,40.8139879,-73.9445752,57.14,8,1400
9.0,East 110th Street & Lexington Avenue,40.7948104,-73.9444042,56.75,20,3524
9.0,Colonel Robert Magaw Place & West 181st Street,40.850645,-73.937365,56.18,4,712
9.0,East 126th Street & Park Avenue,40.8056738,-73.9384143,56.09,14,2496
9.0,Dyckman Street & Sherman Avenue,40.863575,-73.926011,56.04,22,3926
9.0,East 124th Street & Lexington Avenue,40.803699,-73.937914,55.85,17,3044
9.0,Malcolm X Boulevard & West 126th Street,40.8084812,-73.945077,55.45,15,2705
9.0,Audubon Avenue & West 171st Street,40.842314,-73.937028,55.4,2,361
9.0,Bennett Avenue,40.855581,-73.934266,55.25,2,362
9.0,Malcolm X Boulevard,40.8197562,-73.9366544,55.03,7,1272
9.0,East 132nd Street & Madison Avenue,40.8101617,-73.9374069,54.81,24,4379
9.0,Saint Nicholas Avenue & West 113th Street,40.800686,-73.952508,54.72,4,731
9.0,Amsterdam Avenue & West 138th Street,40.8208228,-73.9508143,54.45,6,1102
9.0,Dyer Avenue & Dyer Avenue / West 30th Street,40.7552114,-73.9966605,53.84,30,5572
9.0,Broadway & West 139th Street,40.8226181,-73.9531692,53.72,12,2234
9.0,Amsterdam Avenue & Hamilton Place,40.8245499,-73.9480922,53.48,7,1309
9.0,5th Avenue & West 136th Street,40.813428,-73.9371407,53.25,9,1690
9.0,2nd Avenue & East 117th Street,40.7976795,-73.9372797,53.22,11,2067
9.0,Saint Nicholas Avenue & Wadsworth Avenue,40.856606,-73.928411,52.63,1,190
9.0,2nd Avenue,40.8046071,-73.932283,52.59,27,5134
9.0,10th Avenue & Sherman Avenue,40.866813,-73.917205,52.54,3,571
9.0,3rd Avenue & East 124th Street,40.803024,-73.93631,52.1,22,4223
9.0,Beak Street & Payson Avenue,40.8679563,-73.9269852,51.95,4,770
9.0,East 120th Street & Lexington Avenue,40.8011925,-73.9397405,51.9,9,1734
9.0,Malcolm X Boulevard & West 129th Street,40.8102846,-73.9435449,51.15,23,4497
9.0,Fort Washington Avenue & West 177th Street,40.847838,-73.939524,50.99,10,1961
9.0,Convent Avenue & West 150th Street,40.8278206,-73.9439151,50.66,5,987
9.0,Malcolm X Boulevard & West 135th Street,40.8140745,-73.9407852,50.59,28,5535
9.0,Wadsworth Avenue & West 188th Street,40.8542,-73.9317956,50.51,3,594
